Created 04-09-2020 15:33 by Windographer 4.1.12

Latitude = N 38° 31' 27.840"
Longitude = W 73° 35' 27.180"
Elevation = 85 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	C1-SWI C3 Spd 100m Avg [m/s]	C1-SWI C3 Spd 100m StdDev [m/s]	C1-SWI C3 Spd 100m Max [m/s]	C2-SWI C3 Spd 99m Avg [m/s]	C2-SWI C3 Spd 99m StdDev [m/s]	C2-SWI C3 Spd 99m Max [m/s]	C3-SWI C3 Spd 80m Avg [m/s]	C3-SWI C3 Spd 80m StdDev [m/s]	C3-SWI C3 Spd 80m Max [m/s]	C4-SWI C3 Spd 65m Avg [m/s]	C4-SWI C3 Spd 65m StdDev [m/s]	C4-SWI C3 Spd 65m Max [m/s]	C5-SWI C3 Spd 50m Avg [m/s]	C5-SWI C3 Spd 50m StdDev [m/s]	C5-SWI C3 Spd 50m Max [m/s]	A1-SWI PV1 Direction 98m VectorAvg [°]	A1-SWI PV1 Direction 98m VectorStdDev [°]	A2-SWI PV1 Direction 48m VectorAvg [°]	A2-SWI PV1 Direction 48m VectorStdDev [°]	A3-Other Model Temperature 100m Avg [°C]	A3-Other Model Temperature 100m StdDev [°C]	A3-Other Model Temperature 100m Max [°C]	A3-Other Model Temperature 100m TimeOfMax [°C]	A3-Other Model Temperature 100m Min [°C]	A3-Other Model Temperature 100m TimeOfMin [°C]	A4-Humidity  0m Avg [%]	A4-Humidity  0m StdDev [%]	A4-Humidity  0m Max [%]	A4-Humidity  0m TimeOfMax [%RH]	A4-Humidity  0m Min [%]	A4-Humidity  0m TimeOfMin [%RH]	A5-Setra 276 Pressure 0m Avg [mbar]	I1-Inner Temp Avg [°C]	I2-Battery 1 Avg	I3-Battery 2 Avg	I4-12V Power Avg	A3-Other Model Temperature 100m Sample [°C]	A4-Humidity  0m Sample [%]	A5-Setra 276 Pressure 0m Sample [mbar]	
2018-04-10 15:00	13.629	2.012	20.697	14.008	2.067	22.204	12.903	2.134	19.766	12.097	2.164	19.701	11.295	2.204	18.963	8.3	13.7	6.3	19.7														15.54	9.2939	9.2214	13.850	16.49	92.6	998.2
2018-04-10 16:00	13.262	1.830	19.153	13.577	1.904	19.894	12.654	1.931	18.623	11.975	1.977	18.559	11.127	1.930	18.582	7.0	16.7	4.6	21.4														16.04	9.2945	9.2208	13.826	16.55	88.4	997.8
2018-04-10 17:00	12.813	1.960	19.925	13.127	1.985	20.664	12.174	2.000	20.147	11.459	2.015	20.463	10.697	2.023	18.963	9.0	15.3	5.6	19.1														16.15	9.2940	9.2210	13.805	16.48	86.8	997.6
2018-04-10 18:00	12.134	1.753	18.381	12.367	1.808	18.739	11.516	1.824	18.623	10.966	1.878	18.559	10.310	1.886	17.820	9.2	13.8	6.6	18.7														15.89	9.2941	9.2210	13.261	16.25	86.8	997.4
2018-04-10 19:00	11.586	1.879	18.767	11.904	1.889	19.509	10.903	1.993	19.004	10.131	2.004	17.797	9.414	1.935	16.677	12.4	12.6	10.2	16.5														15.57	9.2938	9.2215	12.867	15.93	89.0	997.2
2018-04-10 20:00	10.410	2.068	19.153	10.648	2.089	19.894	9.731	2.070	16.717	9.002	1.980	16.273	8.295	1.867	15.534	11.6	12.6	10.3	17.1														15.26	9.2961	9.2223	12.780	15.97	87.7	997.6
2018-04-10 21:00	12.651	2.283	20.697	12.991	2.339	21.434	11.864	2.346	20.529	11.044	2.313	19.701	10.142	2.290	18.201	12.0	11.9	9.6	16.0														15.06	9.2938	9.2220	12.844	16.22	84.5	997.6
2018-04-10 22:00	10.097	1.687	18.381	10.433	1.699	18.354	9.260	1.721	17.479	8.392	1.736	17.035	7.669	1.620	16.677	10.9	10.9	7.9	16.5														14.12	9.2952	9.2222	12.902	14.80	95.4	998.0
2018-04-10 23:00	6.410	1.232	12.975	6.684	1.239	13.349	5.653	1.227	11.000	4.943	1.218	10.560	4.247	1.198	9.056	12.0	10.8	8.6	15.1														13.31	9.2954	9.2233	12.904	14.19	100.4	997.7
2018-04-11 00:00	10.387	2.567	22.242	10.574	2.598	22.589	9.741	2.436	20.529	9.097	2.350	19.701	8.340	2.297	19.344	329.7	24.2	326.3	26.3														12.82	9.2957	9.2243	12.902	12.30	100.4	998.3
2018-04-11 01:00	2.340	0.827	8.728	2.619	0.764	9.499	2.149	0.843	8.713	1.849	0.773	8.275	1.651	0.752	8.294	196.9	7.0	182.7	22.9														11.36	9.2968	9.2248	12.899	10.25	100.6	999.6
2018-04-11 02:00	2.795	0.531	6.412	3.113	0.506	7.574	2.435	0.499	6.426	2.125	0.502	6.370	1.940	0.504	5.627	12.4	18.1	40.7	7.7														10.24	9.2974	9.2269	12.894	10.71	100.5	1000.2
2018-04-11 03:00	4.551	0.654	7.570	4.933	0.644	7.959	4.387	0.676	7.188	4.006	0.713	6.370	3.568	0.720	6.008	6.3	11.1	7.9	14.6														9.77	9.2975	9.2274	12.891	10.55	100.6	999.9
2018-04-11 04:00	4.571	0.837	7.570	5.011	0.772	7.574	4.253	0.844	7.951	3.748	0.812	6.370	3.181	0.868	6.389	16.9	7.5	17.2	11.0														9.50	9.2981	9.2275	12.889	10.44	100.6	1000.1
2018-04-11 05:00	6.033	0.797	9.114	6.418	0.819	9.499	5.585	0.906	8.332	4.932	0.941	8.275	4.307	0.937	7.532	13.9	7.6	14.1	12.6														9.31	9.2990	9.2281	12.886	10.39	100.6	1000.5
2018-04-11 06:00	5.601	0.782	7.956	5.943	0.747	8.344	5.125	0.834	7.569	4.589	0.814	7.132	4.097	0.776	6.770	13.8	7.0	13.0	11.1														9.16	9.2988	9.2279	12.884	10.40	100.6	1001.2
2018-04-11 07:00	6.301	0.662	8.342	6.632	0.641	9.114	6.071	0.595	8.332	5.665	0.604	8.275	5.159	0.644	7.532	7.2	12.2	8.1	12.6														9.07	9.2989	9.2282	12.898	10.55	100.6	1002.1
2018-04-11 08:00	5.624	0.566	7.956	5.901	0.534	8.344	5.327	0.582	8.332	4.871	0.599	7.513	4.426	0.612	6.770	357.9	15.4	359.6	19.8														9.13	9.2937	9.2283	13.797	10.93	100.1	1002.7
2018-04-11 09:00	4.653	0.702	6.798	4.945	0.678	6.804	4.328	0.719	6.426	3.875	0.711	5.989	3.470	0.714	5.627	352.8	11.6	345.9	13.7														9.49	9.2926	9.2279	13.990	11.06	100.6	1004.0
2018-04-11 10:00	4.837	0.713	7.184	5.116	0.680	7.574	4.624	0.718	6.807	4.205	0.768	6.751	3.772	0.804	6.389	357.8	15.9	354.3	15.9														10.11	9.2941	9.2276	13.981	11.29	100.3	1004.6
2018-04-11 11:00	5.220	0.772	7.570	5.503	0.718	7.959	5.048	0.738	7.569	4.690	0.709	7.513	4.420	0.732	6.770	5.0	18.1	359.1	20.0														10.72	9.2923	9.2269	13.963	11.42	97.6	1005.5
2018-04-11 12:00	4.276	0.694	6.798	4.568	0.690	7.189	4.259	0.702	7.188	3.973	0.692	6.370	3.840	0.678	6.008	356.3	15.3	335.1	24.8														11.38	9.2939	9.2254	13.950	11.23	98.5	1006.3
2018-04-11 13:00	3.252	0.675	6.026	3.605	0.650	6.419	3.329	0.687	5.664	3.175	0.649	5.608	3.069	0.645	4.864	2.4	16.4	0.4	18.3														11.55	9.2935	9.2254	13.946	12.20	91.4	1006.6
2018-04-11 14:00	4.579	0.940	7.570	4.750	0.939	7.959	4.533	0.899	7.951	4.354	0.847	7.513	4.251	0.812	7.532	333.3	16.9	326.0	16.1														14.76	9.2930	9.2227	13.868	13.70	73.4	1006.7
2018-04-11 15:00	5.279	1.028	9.501	5.303	1.033	9.499	5.166	0.997	9.475	4.895	1.045	9.798	4.728	1.030	9.056	328.6	14.2	323.5	14.9														17.62	9.2934	9.2194	13.804	14.00	64.6	1007.4
2018-04-11 16:00	2.592	0.726	6.412	2.671	0.687	6.034	2.498	0.738	6.426	2.308	0.778	5.989	2.205	0.829	5.627	234.0	41.0	218.4	39.3														17.34	9.2916	9.2181	13.803	13.94	71.0	1008.6
2018-04-11 17:00	3.980	0.614	6.412	4.014	0.654	6.419	3.845	0.663	6.045	3.612	0.708	5.608	3.516	0.718	6.008	301.2	9.4	295.8	11.4														18.54	9.2895	9.2172	13.765	14.35	57.2	1009.5
2018-04-11 18:00	4.788	0.829	7.956	4.811	0.831	7.959	4.466	0.813	7.569	4.146	0.874	7.132	3.920	0.914	6.770	226.3	13.0	216.0	16.3														17.71	9.2914	9.2171	13.709	13.29	60.4	1010.9
2018-04-11 19:00	5.318	0.643	8.728	5.304	0.651	8.729	4.570	0.663	7.951	4.007	0.705	7.513	3.383	0.735	6.770	196.9	7.3	175.1	11.5														14.35	9.2920	9.2197	12.978	11.26	71.8	1012.2
2018-04-11 20:00	4.775	0.487	6.798	4.771	0.458	6.419	4.109	0.464	6.045	3.639	0.473	5.608	2.944	0.487	4.483	161.3	6.6	144.5	6.9														11.22	9.2955	9.2237	12.822	10.91	70.8	1013.1
2018-04-11 21:00	3.006	0.322	4.481	3.097	0.310	4.494	2.930	0.356	4.520	2.808	0.316	4.085	2.276	0.336	3.340	147.3	4.6	145.2	4.4														8.91	9.2981	9.2276	12.859	10.62	81.0	1014.2
2018-04-11 22:00	2.526	0.409	3.709	2.724	0.420	4.108	2.268	0.387	3.377	1.737	0.446	2.942	0.965	0.492	2.959	111.1	6.3	112.7	4.8														7.04	9.2986	9.2282	12.913	9.61	95.7	1015.4
2018-04-11 23:00	2.869	0.391	4.481	3.007	0.366	4.494	2.732	0.317	4.139	2.360	0.386	4.085	1.374	0.439	4.483	133.8	7.3	138.5	9.8														5.88	9.2999	9.2295	12.909	9.04	96.8	1015.9
2018-04-12 00:00	4.784	0.328	6.412	4.844	0.327	6.419	4.905	0.358	6.807	4.273	0.443	5.608	3.287	0.572	5.245	182.8	3.3	181.4	6.9														5.03	9.3008	9.2310	12.901	8.72	96.1	1015.9
2018-04-12 01:00	5.005	0.352	6.412	5.041	0.339	6.419	4.237	0.482	6.045	3.524	0.515	5.608	2.816	0.491	4.483	170.2	2.5	156.7	7.3														4.24	9.2998	9.2309	12.890	7.67	97.6	1015.9
2018-04-12 02:00	4.369	0.432	5.640	4.410	0.420	6.034	3.505	0.402	4.901	2.933	0.367	4.466	2.103	0.436	3.721	157.5	4.2	156.3	3.9														3.22	9.3000	9.2322	12.881	6.57	100.2	1016.0
2018-04-12 03:00	5.937	0.381	7.184	5.962	0.376	7.189	5.069	0.442	6.426	4.186	0.475	6.370	3.146	0.484	5.245	172.9	2.2	179.2	5.3														2.31	9.3001	9.2335	12.871	6.48	94.9	1015.9
2018-04-12 04:00	6.190	0.367	8.728	6.243	0.360	8.729	5.014	0.415	7.188	3.982	0.393	5.989	2.996	0.383	4.483	183.7	2.3	191.7	5.7														1.91	9.3009	9.2337	12.862	5.99	92.2	1015.4
2018-04-12 05:00	6.873	0.526	9.114	6.889	0.511	9.114	5.264	0.540	7.569	4.202	0.542	6.751	3.034	0.560	4.864	183.7	2.5	165.1	5.2														1.21	9.3018	9.2348	12.856	5.57	95.2	1015.4
2018-04-12 06:00	7.171	0.582	9.501	7.173	0.557	9.499	5.817	0.550	8.332	4.770	0.585	7.132	3.606	0.575	6.008	199.3	4.2	176.9	7.5														0.63	9.3022	9.2357	12.847	5.42	99.2	1015.3
2018-04-12 07:00	7.732	0.452	10.659	7.735	0.449	10.654	6.485	0.423	9.094	5.506	0.427	7.894	4.234	0.501	6.770	208.9	2.9	186.9	5.2														0.42	9.2995	9.2361	13.089	5.77	96.4	1014.8
2018-04-12 08:00	8.476	0.833	11.431	8.439	0.824	11.424	7.126	0.926	10.619	6.144	0.962	9.798	4.986	0.975	8.294	204.2	5.3	190.6	10.5														1.87	9.2899	9.2357	14.177	5.99	93.3	1014.7
2018-04-12 09:00	7.023	1.024	10.659	7.043	1.014	10.654	6.303	1.064	10.238	5.626	1.149	9.798	4.941	1.194	9.056	200.7	8.1	187.6	13.5														6.15	9.2914	9.2314	14.078	7.05	90.0	1014.6
2018-04-12 10:00	7.839	1.435	13.748	7.801	1.401	13.734	7.339	1.525	12.906	6.866	1.597	12.845	6.336	1.530	11.723	204.6	10.2	198.3	15.6														10.53	9.2932	9.2277	13.987	8.74	80.7	1013.3
2018-04-12 11:00	10.196	1.855	16.064	10.164	1.841	16.429	9.615	1.834	15.955	9.078	1.808	16.654	8.334	1.866	14.391	208.0	9.3	202.3	12.8														13.43	9.2936	9.2242	13.925	10.50	71.5	1012.4
2018-04-12 12:00	10.397	1.917	16.450	10.363	1.939	16.429	10.005	1.963	15.574	9.369	2.144	16.654	8.538	2.201	15.915	201.5	9.2	196.0	13.9														14.96	9.2933	9.2215	13.890	12.04	66.5	1011.2
2018-04-12 13:00	10.651	1.693	15.678	10.607	1.690	15.659	10.080	1.766	15.955	9.485	1.797	15.131	8.666	1.961	15.153	205.2	8.5	199.5	13.8														14.68	9.2922	9.2211	13.881	13.54	58.4	1009.5
2018-04-12 14:00	10.417	1.692	16.064	10.416	1.655	15.659	9.937	1.707	15.574	9.399	1.743	15.131	8.637	1.839	14.010	206.3	9.2	200.0	13.1														16.46	9.2942	9.2197	13.833	14.92	52.2	1007.7
2018-04-12 15:00	10.508	1.444	14.520	10.471	1.443	14.889	9.964	1.522	14.049	9.294	1.705	14.369	8.528	1.776	14.391	210.1	7.8	203.7	12.8														18.94	9.2904	9.2164	13.777	15.32	51.3	1006.8
2018-04-12 16:00	9.657	1.678	14.906	9.669	1.674	16.044	9.192	1.663	15.192	8.552	1.744	14.369	7.735	1.830	13.629	207.8	8.5	200.2	15.7														19.57	9.2908	9.2156	13.762	15.29	53.5	1005.8
2018-04-12 17:00	9.483	1.478	14.906	9.448	1.492	14.119	8.992	1.509	14.049	8.331	1.625	14.369	7.615	1.739	13.248	208.2	8.6	202.2	12.6														18.91	9.2898	9.2154	13.765	15.07	57.7	1005.1
2018-04-12 18:00	8.945	1.321	13.362	8.935	1.353	13.349	8.281	1.406	12.906	7.495	1.454	11.703	6.717	1.432	12.104	209.9	8.0	203.0	11.6														17.08	9.2902	9.2161	13.704	14.10	63.3	1004.4
2018-04-12 19:00	8.953	1.331	14.134	8.956	1.365	14.119	8.046	1.317	12.143	7.233	1.317	11.703	6.376	1.347	10.961	208.8	7.9	199.6	11.8														14.12	9.2921	9.2190	12.961	13.10	67.4	1004.1
2018-04-12 20:00	8.192	1.163	12.589	8.187	1.179	12.194	7.302	1.188	11.762	6.549	1.179	11.703	5.726	1.181	12.485	205.9	7.5	195.1	10.6														11.95	9.2936	9.2228	12.808	12.44	68.8	1003.9
2018-04-12 21:00	7.317	1.006	11.045	7.346	1.023	11.039	6.397	0.971	9.856	5.606	0.956	9.417	4.807	0.953	8.675	206.1	6.3	190.0	10.3														10.40	9.2961	9.2249	12.844	12.25	68.0	1003.7
2018-04-12 22:00	7.396	0.863	11.045	7.433	0.855	11.424	6.408	0.878	9.856	5.545	0.823	9.036	4.596	0.876	7.913	207.0	6.0	194.9	9.7														9.21	9.2967	9.2266	12.896	11.95	70.4	1003.9
2018-04-12 23:00	6.632	0.641	9.114	6.702	0.616	9.114	5.722	0.663	7.951	4.881	0.703	7.513	3.967	0.722	7.151	203.3	4.8	180.7	12.2														8.39	9.2974	9.2272	12.891	11.43	74.0	1004.5
2018-04-13 00:00	6.707	0.357	8.342	6.741	0.354	8.344	5.677	0.403	7.188	4.705	0.412	6.370	3.807	0.414	5.627	192.7	3.3	162.8	9.5														7.20	9.2978	9.2285	12.884	10.84	78.6	1004.5
2018-04-13 01:00	5.903	0.346	7.570	5.945	0.332	7.959	4.805	0.399	7.188	3.778	0.412	5.989	2.787	0.397	4.483	197.5	1.6	187.3	16.9														5.90	9.2992	9.2291	12.882	10.19	82.3	1004.5
2018-04-13 02:00	3.902	0.274	4.867	3.954	0.264	4.879	2.973	0.355	4.139	2.117	0.348	3.704	1.172	0.390	2.578	169.5	3.0	159.1	7.8														4.78	9.2988	9.2296	12.882	9.60	85.3	1004.3
2018-04-13 03:00	3.033	0.261	4.481	3.110	0.247	4.494	2.422	0.250	4.139	1.558	0.281	3.323	1.084	0.335	2.197	167.4	1.5	162.0	8.4														3.31	9.2987	9.2310	12.877	8.84	88.7	1003.9
2018-04-13 04:00	1.741	0.218	2.551	1.939	0.193	2.568	1.524	0.223	2.233	1.505	0.267	2.180	2.044	0.255	2.959	202.8	4.6	0.4	6.6														2.08	9.3009	9.2326	12.866	7.85	94.5	1004.4
2018-04-13 05:00	1.354	0.306	2.165	1.615	0.239	2.183	1.106	0.255	1.852	1.009	0.201	2.180	0.734	0.249	2.197	231.5	9.7	1.7	0.1														1.29	9.3007	9.2343	12.859	7.67	96.4	1004.6
2018-04-13 06:00	0.818	0.330	2.165	1.180	0.324	2.183	0.460	0.110	1.471	0.276	0.000	0.276	0.301	0.067	1.054	190.7	12.8	1.5	0.0														0.84	9.3000	9.2347	12.849	6.64	100.5	1005.3
2018-04-13 07:00	0.518	0.241	1.779	0.893	0.266	1.798	0.608	0.178	1.471	0.600	0.284	1.799	0.978	0.363	2.578	179.8	0.1	1.1	0.2														0.21	9.3004	9.2353	12.917	6.64	100.6	1005.5
2018-04-13 08:00	0.234	0.000	0.234	0.353	0.186	1.028	0.350	0.101	1.090	0.439	0.281	1.799	0.320	0.102	1.054	179.8	0.1	28.9	21.1														0.35	9.2890	9.2353	14.161	7.70	98.8	1005.9
2018-04-13 09:00	0.980	0.269	2.165	1.220	0.261	2.183	0.882	0.282	1.852	0.547	0.303	1.799	0.316	0.120	1.054	274.2	8.5	70.4	19.8														2.89	9.2892	9.2338	14.150	7.43	97.7	1006.4
2018-04-13 10:00	0.609	0.415	2.165	0.842	0.411	2.183	0.441	0.257	1.852	0.290	0.091	1.038	0.344	0.182	1.816	340.2	25.6	73.1	24.5														9.78	9.2925	9.2285	13.996	9.44	95.4	1006.8
2018-04-13 11:00	1.005	0.670	3.323	1.208	0.608	3.338	1.045	0.616	2.996	0.914	0.602	3.323	0.958	0.605	3.721	349.8	35.2	4.9	28.3														16.25	9.2922	9.2208	13.867	11.98	82.9	1007.2
2018-04-13 12:00	1.685	0.731	4.481	1.859	0.611	4.108	1.735	0.726	4.901	1.616	0.746	4.466	1.651	0.754	4.483	38.9	29.6	22.2	33.2														18.94	9.2903	9.2165	13.813	13.59	75.3	1007.3
2018-04-13 13:00	2.130	0.729	4.481	2.165	0.690	4.494	2.284	0.792	5.283	2.035	0.887	4.466	2.045	0.858	4.483	22.8	26.0	19.5	31.9														17.81	9.2903	9.2169	13.808	15.13	66.3	1006.8
2018-04-13 14:00	2.245	0.699	5.640	2.209	0.672	4.879	2.299	0.699	5.283	2.094	0.745	4.846	2.053	0.709	4.483	352.0	21.1	342.6	18.4														19.93	9.2894	9.2157	13.752	16.74	58.3	1006.4
2018-04-13 15:00	2.355	0.755	4.481	2.369	0.694	4.879	2.370	0.798	4.520	2.108	0.859	4.466	2.091	0.808	4.864	348.5	22.8	337.9	22.6														22.77	9.2866	9.2128	13.688	17.45	54.3	1006.4
2018-04-13 16:00	1.912	0.975	7.184	1.957	0.870	6.419	1.976	0.913	6.426	1.830	0.908	5.227	1.861	0.868	5.245	356.5	24.3	336.5	20.8														23.71	9.2859	9.2117	13.658	18.07	54.6	1006.4
2018-04-13 17:00	1.612	0.683	4.095	1.697	0.614	4.108	1.693	0.671	4.520	1.525	0.695	4.846	1.577	0.634	4.483	334.6	21.8	325.0	19.4														23.34	9.2846	9.2117	13.656	18.06	56.9	1006.6
2018-04-13 18:00	3.051	0.335	4.095	3.076	0.355	4.494	3.020	0.331	4.139	2.860	0.334	4.085	2.741	0.327	4.102	318.6	4.9	288.3	21.0														21.18	9.2851	9.2118	13.577	16.98	60.0	1006.8
2018-04-13 19:00	4.605	0.603	7.184	4.562	0.646	7.189	4.208	0.659	6.807	3.799	0.671	6.370	3.314	0.652	5.627	254.4	15.6	246.7	17.1														16.50	9.2891	9.2150	12.936	14.50	73.9	1007.5
2018-04-13 20:00	4.841	0.712	7.184	4.851	0.705	7.189	4.107	0.668	6.807	3.432	0.639	5.989	2.881	0.630	6.008	213.2	7.3	200.9	9.0														12.83	9.2927	9.2195	12.811	12.43	82.8	1008.0
2018-04-13 21:00	5.625	0.888	8.728	5.613	0.880	9.114	4.765	0.848	7.569	4.024	0.788	6.751	3.368	0.788	6.389	206.6	7.7	186.1	12.7														10.73	9.2955	9.2229	12.849	11.62	83.8	1008.3
2018-04-13 22:00	5.868	0.622	8.728	5.865	0.618	8.729	4.860	0.626	7.569	4.094	0.640	6.751	3.418	0.665	6.008	203.2	5.6	183.0	9.4														9.34	9.2968	9.2253	12.898	11.15	85.6	1008.5
2018-04-13 23:00	6.011	0.611	7.956	6.023	0.628	7.959	5.013	0.603	6.807	4.236	0.600	5.989	3.481	0.592	5.627	208.8	4.7	197.5	9.2														8.27	9.2978	9.2271	12.890	10.70	89.9	1008.2
2018-04-14 00:00	6.078	0.583	7.956	6.110	0.575	8.344	5.135	0.564	7.569	4.276	0.585	6.751	3.544	0.585	6.008	209.2	4.8	191.3	8.7														7.46	9.2976	9.2278	12.882	10.43	90.1	1007.9
2018-04-14 01:00	5.825	0.470	7.570	5.868	0.472	7.574	4.891	0.414	6.426	4.063	0.417	5.989	3.375	0.407	5.245	208.8	3.5	197.4	5.7														6.64	9.2990	9.2288	12.879	10.18	89.5	1007.7
2018-04-14 02:00	6.204	0.331	7.570	6.220	0.342	7.959	5.135	0.338	6.807	4.177	0.344	5.989	3.197	0.337	4.483	203.1	2.2	168.7	9.4														5.75	9.2984	9.2289	12.880	10.03	90.4	1007.6
2018-04-14 03:00	5.874	0.332	7.570	5.914	0.325	7.574	4.961	0.321	6.807	4.099	0.307	5.989	3.170	0.301	4.864	208.4	1.8	170.9	5.2														4.90	9.2986	9.2289	12.877	9.70	90.6	1007.2
2018-04-14 04:00	5.763	0.231	6.798	5.792	0.228	6.804	4.978	0.272	6.045	3.969	0.278	4.846	3.048	0.278	4.483	194.5	1.1	172.9	4.4														4.03	9.2986	9.2302	12.869	9.37	92.8	1007.2
2018-04-14 05:00	5.960	0.251	6.798	5.974	0.251	6.804	4.870	0.236	6.045	3.916	0.242	4.846	2.802	0.281	4.102	191.6	1.2	164.4	6.8														3.41	9.2994	9.2305	12.862	9.12	94.6	1007.4
2018-04-14 06:00	5.630	0.245	6.798	5.662	0.242	6.804	4.376	0.269	5.664	3.355	0.298	4.846	2.332	0.294	3.340	189.4	1.6	179.6	2.8														2.75	9.2996	9.2314	12.857	8.94	94.6	1007.9
2018-04-14 07:00	5.025	0.244	6.026	5.055	0.238	6.034	3.968	0.296	4.901	2.769	0.303	4.085	1.530	0.296	2.578	175.5	3.2	183.3	5.4														2.21	9.2991	9.2321	12.975	8.76	94.3	1007.9
2018-04-14 08:00	3.940	0.438	5.640	3.992	0.424	5.649	2.806	0.378	4.139	2.049	0.391	3.323	1.644	0.430	3.721	180.9	4.7	205.8	7.6														2.60	9.2874	9.2325	14.150	7.94	97.4	1008.0
2018-04-14 09:00	2.774	0.534	4.095	2.899	0.455	4.108	1.870	0.522	3.377	1.151	0.547	3.323	0.811	0.504	3.340	193.7	8.1	212.5	16.5														7.09	9.2912	9.2302	14.050	8.14	98.3	1008.1
2018-04-14 10:00	1.442	0.651	3.709	1.793	0.545	4.108	1.530	0.624	4.139	1.254	0.652	3.704	1.385	0.641	3.721	208.7	16.7	189.9	14.8														13.24	9.2924	9.2244	13.924	10.70	93.5	1008.4
2018-04-14 11:00	1.158	0.628	3.709	1.491	0.574	3.723	1.317	0.551	3.758	1.185	0.591	3.704	1.317	0.603	3.340	188.5	37.8	201.2	20.2														18.05	9.2911	9.2175	13.821	13.43	83.5	1008.3
2018-04-14 12:00	1.790	0.709	4.867	1.967	0.625	4.494	1.838	0.745	4.901	1.739	0.771	5.608	1.789	0.736	4.864	248.3	25.1	248.9	22.5														20.91	9.2910	9.2145	13.764	15.03	78.5	1008.3
2018-04-14 13:00	1.415	0.736	3.709	1.636	0.637	3.723	1.544	0.691	3.758	1.494	0.691	4.466	1.562	0.659	4.102	274.2	24.8	277.4	19.2														19.84	9.2874	9.2136	13.758	16.83	72.9	1007.7
2018-04-14 14:00	1.243	0.617	4.095	1.520	0.555	3.723	1.314	0.649	3.758	1.189	0.620	3.323	1.270	0.630	3.340	236.8	26.5	243.5	23.2														21.94	9.2856	9.2127	13.702	18.07	65.0	1007.5
2018-04-14 15:00	1.350	0.631	2.937	1.588	0.547	3.338	1.529	0.625	4.139	1.431	0.650	3.323	1.494	0.617	3.340	254.4	19.1	251.0	14.5														25.39	9.2842	9.2105	13.626	18.94	61.9	1007.3
2018-04-14 16:00	1.483	0.494	3.323	1.739	0.412	3.723	1.595	0.535	3.377	1.357	0.602	3.704	1.402	0.606	4.102	207.7	31.9	187.5	21.6														26.52	9.2827	9.2085	13.596	19.43	63.2	1007.1
2018-04-14 17:00	0.869	0.398	2.551	1.212	0.377	2.953	1.002	0.361	2.615	0.855	0.378	2.561	0.933	0.407	2.578	204.3	7.5	211.0	9.3														26.07	9.2853	9.2085	13.593	19.72	60.5	1007.0
2018-04-14 18:00	1.084	0.251	2.165	1.455	0.230	2.183	0.996	0.259	1.852	0.698	0.228	1.418	0.673	0.249	1.435	203.2	5.9	228.7	19.1														23.83	9.2830	9.2091	13.517	19.21	64.1	1007.2
2018-04-14 19:00	1.937	0.177	2.551	2.084	0.189	2.568	1.813	0.183	2.233	1.466	0.183	2.180	1.248	0.196	2.197	227.5	2.7	230.1	0.2														18.41	9.2856	9.2123	12.932	18.94	64.0	1007.4
2018-04-14 20:00	2.829	0.188	3.709	2.891	0.188	3.723	2.082	0.194	2.615	1.801	0.203	2.561	1.599	0.193	2.197	210.2	0.8	229.1	2.7														13.81	9.2918	9.2178	12.822	18.49	62.4	1007.7
2018-04-14 21:00	4.699	0.314	6.412	4.698	0.316	6.419	3.604	0.263	4.901	2.795	0.269	4.466	2.075	0.281	3.721	203.8	2.5	202.0	5.7														11.17	9.2936	9.2217	12.859	17.20	66.9	1007.8
2018-04-14 22:00	6.921	0.314	7.956	6.916	0.314	7.959	5.691	0.321	6.807	4.450	0.304	5.608	2.991	0.302	4.483	203.3	1.0	191.1	6.9														9.30	9.2948	9.2242	12.902	16.60	68.3	1007.6
2018-04-14 23:00	7.905	0.255	9.114	7.904	0.260	9.114	6.531	0.300	7.951	5.247	0.317	6.751	3.924	0.322	5.627	206.0	1.1	188.3	2.6														8.24	9.2953	9.2262	12.893	15.47	75.2	1007.8
2018-04-15 00:00	8.217	0.263	9.114	8.202	0.265	9.114	6.842	0.244	7.951	5.583	0.238	6.370	4.383	0.285	5.245	203.5	1.2	85.0	8.6														7.63	9.2972	9.2277	12.882	15.08	78.3	1007.6
2018-04-15 01:00	7.473	0.379	9.114	7.476	0.382	9.499	6.214	0.326	7.569	5.122	0.303	6.751	4.133	0.273	5.245	203.7	2.4	11.9	29.6														7.39	9.2978	9.2277	12.880	14.35	81.9	1007.5
2018-04-15 02:00	7.177	0.317	8.728	7.180	0.314	8.729	6.085	0.338	7.569	5.188	0.373	6.370	4.323	0.364	6.008	196.6	2.3	167.6	3.0														7.32	9.2963	9.2278	12.879	13.80	83.9	1007.0
2018-04-15 03:00	7.933	0.312	9.887	7.903	0.304	9.499	6.539	0.399	7.951	5.195	0.396	6.751	4.143	0.367	5.245	195.6	2.0	160.7	7.3														7.22	9.2980	9.2280	12.877	13.49	85.9	1006.6
2018-04-15 04:00	7.479	0.293	8.728	7.476	0.291	8.729	6.332	0.284	7.569	5.351	0.278	6.370	4.563	0.257	5.627	197.8	2.0	154.8	3.3														6.90	9.2973	9.2281	12.874	13.31	86.1	1006.3
