Created 04-09-2020 15:33 by Windographer 4.1.12

Latitude = N 38° 31' 27.840"
Longitude = W 73° 35' 27.180"
Elevation = 85 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	C1-SWI C3 Spd 100m Avg [m/s]	C1-SWI C3 Spd 100m StdDev [m/s]	C1-SWI C3 Spd 100m Max [m/s]	C2-SWI C3 Spd 99m Avg [m/s]	C2-SWI C3 Spd 99m StdDev [m/s]	C2-SWI C3 Spd 99m Max [m/s]	C3-SWI C3 Spd 80m Avg [m/s]	C3-SWI C3 Spd 80m StdDev [m/s]	C3-SWI C3 Spd 80m Max [m/s]	C4-SWI C3 Spd 65m Avg [m/s]	C4-SWI C3 Spd 65m StdDev [m/s]	C4-SWI C3 Spd 65m Max [m/s]	C5-SWI C3 Spd 50m Avg [m/s]	C5-SWI C3 Spd 50m StdDev [m/s]	C5-SWI C3 Spd 50m Max [m/s]	A1-SWI PV1 Direction 98m VectorAvg [°]	A1-SWI PV1 Direction 98m VectorStdDev [°]	A2-SWI PV1 Direction 48m VectorAvg [°]	A2-SWI PV1 Direction 48m VectorStdDev [°]	A3-Other Model Temperature 100m Avg [°C]	A3-Other Model Temperature 100m StdDev [°C]	A3-Other Model Temperature 100m Max [°C]	A3-Other Model Temperature 100m TimeOfMax [°C]	A3-Other Model Temperature 100m Min [°C]	A3-Other Model Temperature 100m TimeOfMin [°C]	A4-Humidity  0m Avg [%]	A4-Humidity  0m StdDev [%]	A4-Humidity  0m Max [%]	A4-Humidity  0m TimeOfMax [%RH]	A4-Humidity  0m Min [%]	A4-Humidity  0m TimeOfMin [%RH]	A5-Setra 276 Pressure 0m Avg [mbar]	I1-Inner Temp Avg [°C]	I2-Battery 1 Avg	I3-Battery 2 Avg	I4-12V Power Avg	A3-Other Model Temperature 100m Sample [°C]	A4-Humidity  0m Sample [%]	A5-Setra 276 Pressure 0m Sample [mbar]	
2017-11-11 12:00	7.572	1.157	11.431	7.578	1.200	11.424	7.341	1.254	11.000	7.043	1.399	10.941	6.694	1.456	10.961	214.9	10.5	209.6	29.0														29.94	9.1233	9.4780	14.310	20.70	46.5	1003.6
2017-11-11 13:00	8.747	1.445	12.589	8.812	1.430	12.964	8.368	1.505	12.143	7.989	1.582	12.464	7.410	1.614	11.342	214.1	8.1	203.9	12.5														32.11	9.1203	9.4818	14.237	22.53	36.4	1003.2
2017-11-11 14:00	6.973	1.414	11.045	6.987	1.391	11.039	6.570	1.467	10.619	6.102	1.600	11.322	5.648	1.629	10.580	211.5	13.2	202.0	18.1														34.36	9.1188	9.4812	14.174	23.98	35.5	1003.1
2017-11-11 15:00	6.992	1.386	10.273	7.028	1.413	11.039	6.588	1.423	10.619	6.227	1.483	10.560	5.806	1.515	9.818	211.3	12.1	202.0	15.4														35.77	9.1181	9.4744	14.127	24.70	32.6	1002.8
2017-11-11 16:00	7.909	0.998	12.203	7.963	1.015	11.424	7.372	1.106	11.762	6.970	1.183	12.083	6.300	1.277	10.961	211.6	8.6	203.7	14.3														35.98	9.1177	9.4713	14.092	24.91	30.4	1002.4
2017-11-11 17:00	6.352	1.009	10.659	6.364	1.002	10.269	5.726	1.017	9.856	5.197	1.062	9.417	4.664	1.078	9.056	200.6	9.2	191.7	13.2														34.78	9.1174	9.4682	14.102	24.66	33.3	1002.2
2017-11-11 18:00	6.989	0.879	9.887	6.990	0.871	9.884	6.224	0.940	9.475	5.701	0.980	10.560	4.966	1.042	9.437	198.0	6.5	191.8	11.5														32.72	9.1187	9.4657	13.912	24.38	36.7	1002.1
2017-11-11 19:00	8.768	1.084	12.975	8.754	1.106	12.579	7.743	1.104	11.381	6.842	1.156	10.560	5.918	1.240	9.818	198.8	5.8	193.1	12.7														29.40	9.1199	9.4606	13.689	23.43	37.3	1002.5
2017-11-11 20:00	8.345	0.548	10.659	8.339	0.533	10.654	7.508	0.642	9.856	6.594	0.767	9.798	5.609	0.837	9.818	194.7	3.2	199.8	32.2														24.81	9.1237	9.4548	13.029	21.05	49.1	1002.4
2017-11-11 21:00	7.415	0.842	10.659	7.461	0.849	10.654	6.417	0.891	10.238	5.659	0.971	10.179	4.831	0.906	9.056	215.1	5.8	211.4	12.2														20.64	9.1302	9.4499	13.080	18.42	56.0	1002.8
2017-11-11 22:00	7.713	0.976	11.431	7.735	0.971	11.039	6.726	1.038	9.856	6.058	1.007	9.417	5.180	1.016	9.437	211.6	6.7	197.8	11.0														17.45	9.1333	9.4420	13.105	16.52	60.2	1003.0
2017-11-11 23:00	8.118	1.062	11.431	8.145	1.090	11.424	7.149	1.106	10.619	6.411	1.104	10.179	5.598	1.101	9.818	204.5	7.0	192.6	25.3														15.13	9.1333	9.4340	13.089	15.09	65.0	1002.9
2017-11-12 00:00	8.477	0.996	11.817	8.510	1.001	11.809	7.656	1.002	11.000	6.999	0.983	10.179	6.258	0.990	9.437	200.0	5.5	194.9	9.5														13.40	9.1365	9.4291	13.072	13.80	75.7	1003.1
2017-11-12 01:00	7.850	0.939	11.045	7.901	0.939	11.039	6.807	0.988	10.619	5.934	1.038	9.417	5.015	1.143	8.294	192.7	6.5	184.0	12.6														12.01	9.1368	9.4262	13.057	13.36	82.1	1002.5
2017-11-12 02:00	6.668	1.233	11.431	6.763	1.202	11.424	5.862	1.110	10.619	5.195	1.141	9.798	4.289	1.209	9.437	194.4	9.2	183.8	15.1														10.85	9.1372	9.4268	13.045	12.42	87.7	1002.1
2017-11-12 03:00	7.113	1.022	11.045	7.145	1.018	10.654	6.267	0.982	9.856	5.599	0.977	9.036	4.805	1.012	7.913	193.4	7.6	181.0	11.7														9.98	9.1383	9.4267	13.035	11.88	92.0	1001.9
2017-11-12 04:00	8.048	0.961	11.431	8.032	0.943	11.424	7.077	0.935	10.238	6.226	0.993	9.798	5.396	1.095	9.818	198.4	6.0	190.4	11.3														9.39	9.1380	9.4273	13.027	11.83	92.5	1001.7
2017-11-12 05:00	7.731	0.752	10.273	7.730	0.744	10.269	6.782	0.733	9.475	5.984	0.783	9.036	5.032	0.897	8.294	194.6	4.8	184.6	9.7														9.00	9.1391	9.4286	13.026	11.52	94.8	1001.8
2017-11-12 06:00	7.842	0.979	11.817	7.862	0.990	11.809	6.978	1.019	11.762	6.223	1.104	11.322	5.430	1.222	10.580	192.9	6.2	181.0	11.8														8.83	9.1266	9.4290	14.450	11.00	99.5	1002.6
2017-11-12 07:00	7.959	1.198	12.203	7.952	1.169	12.579	7.156	1.233	11.381	6.506	1.322	11.322	5.752	1.459	10.580	199.6	8.2	191.0	14.1														10.78	9.1086	9.4320	17.077	11.84	97.4	1003.1
2017-11-12 08:00	7.160	1.166	11.431	7.190	1.155	11.424	6.743	1.162	11.000	6.232	1.259	10.179	5.674	1.371	10.199	196.4	8.7	188.2	14.1														14.31	9.1099	9.4394	16.784	13.55	89.2	1003.2
2017-11-12 09:00	7.734	1.187	11.045	7.732	1.231	11.424	7.445	1.274	11.000	7.150	1.357	11.322	6.652	1.405	11.723	206.3	8.2	198.8	12.4														18.30	9.1249	9.4503	15.492	15.09	83.2	1003.3
2017-11-12 10:00	7.269	1.178	11.045	7.294	1.200	11.039	6.974	1.249	10.619	6.648	1.402	10.941	6.207	1.437	10.580	208.7	10.2	199.3	14.6														22.67	9.1312	9.4591	14.697	16.59	79.0	1003.2
2017-11-12 11:00	6.538	1.184	10.273	6.597	1.140	10.654	6.274	1.241	10.238	5.942	1.310	10.179	5.533	1.331	9.437	207.8	11.2	200.1	22.0														26.87	9.1268	9.4677	14.491	18.39	72.7	1002.7
2017-11-12 12:00	7.431	1.161	11.431	7.444	1.146	11.424	7.082	1.156	10.619	6.742	1.202	11.322	6.377	1.276	10.580	212.4	10.0	223.5	37.0														30.13	9.1226	9.4750	14.327	20.52	65.8	1002.4
2017-11-12 13:00	7.723	1.338	11.817	7.778	1.321	11.809	7.449	1.312	12.143	7.023	1.488	11.322	6.448	1.512	11.342	210.3	9.4	202.6	14.6														32.41	9.1206	9.4768	14.262	22.40	58.8	1002.0
2017-11-12 14:00	8.701	1.226	12.975	8.727	1.203	12.579	8.219	1.344	12.524	7.789	1.484	11.703	7.237	1.514	12.104	211.5	9.6	204.5	13.8														34.52	9.1193	9.4756	14.188	23.69	51.2	1001.8
2017-11-12 15:00	7.285	1.285	11.045	7.300	1.322	11.424	6.951	1.283	10.619	6.537	1.427	10.560	6.153	1.458	10.580	210.5	10.2	197.5	14.6														35.63	9.1196	9.4709	14.150	24.71	44.8	1001.5
2017-11-12 16:00	6.576	1.167	10.273	6.656	1.140	10.269	6.304	1.137	9.856	5.986	1.226	10.179	5.615	1.239	9.056	208.6	11.5	200.2	15.6														36.01	9.1182	9.4688	14.133	25.14	44.5	1001.4
2017-11-12 17:00	7.157	1.216	11.045	7.180	1.209	11.039	6.664	1.239	10.238	6.216	1.266	9.417	5.603	1.308	9.056	199.6	8.2	186.7	15.9														35.26	9.1206	9.4683	14.087	25.22	41.8	1001.6
2017-11-12 18:00	6.569	0.976	10.273	6.645	0.956	10.654	6.056	1.044	10.619	5.467	1.098	9.798	4.701	1.081	8.675	194.5	7.0	186.2	13.2														33.43	9.1190	9.4645	13.888	24.96	42.0	1001.3
2017-11-12 19:00	7.082	0.665	9.501	7.084	0.672	9.114	6.128	0.740	8.332	5.292	0.781	7.894	4.475	0.764	7.532	199.2	5.2	191.7	12.7														30.45	9.1199	9.4596	13.658	24.29	47.5	1001.3
2017-11-12 20:00	6.749	0.581	8.728	6.769	0.569	8.729	5.929	0.613	7.951	5.143	0.688	7.894	4.162	0.684	7.151	200.9	4.4	182.7	10.4														25.88	9.1260	9.4541	13.035	22.51	60.0	1002.1
2017-11-12 21:00	7.098	0.941	10.659	7.109	0.923	10.654	6.304	0.965	9.856	5.778	0.980	9.036	5.078	0.932	8.675	208.0	6.9	198.7	29.7														21.92	9.1296	9.4457	13.093	20.18	72.2	1002.6
2017-11-12 22:00	8.236	0.904	11.431	8.229	0.919	11.424	7.290	0.917	10.238	6.518	1.011	9.417	5.733	1.037	8.675	204.7	5.8	197.5	10.4														19.44	9.1302	9.4424	13.120	18.98	74.3	1002.7
2017-11-12 23:00	7.428	0.975	10.659	7.469	0.964	11.039	6.370	0.964	9.856	5.574	0.992	8.655	4.776	1.039	8.675	202.4	7.1	190.8	12.1														17.67	9.1346	9.4379	13.104	18.23	73.7	1002.7
2017-11-13 00:00	6.816	0.964	10.273	6.859	0.906	9.884	5.855	0.889	8.713	5.071	0.876	8.655	4.163	0.829	7.151	195.4	6.9	182.9	10.6														16.23	9.1351	9.4349	13.091	17.53	75.0	1002.8
2017-11-13 01:00	6.793	0.630	9.114	6.826	0.603	9.114	5.922	0.649	9.094	5.187	0.678	7.894	4.266	0.778	7.151	191.9	4.0	177.6	9.3														14.89	9.1367	9.4325	13.079	16.36	81.2	1002.3
2017-11-13 02:00	6.462	0.634	9.887	6.515	0.629	9.884	5.720	0.608	9.094	5.116	0.637	8.275	4.331	0.639	7.913	201.7	4.5	194.6	7.4														13.64	9.1377	9.4306	13.068	15.36	87.9	1002.2
2017-11-13 03:00	6.833	0.762	9.114	6.902	0.748	9.499	6.054	0.768	8.713	5.359	0.796	8.655	4.611	0.807	7.151	199.8	5.7	191.0	10.3														12.79	9.1384	9.4298	13.058	13.87	97.2	1002.0
2017-11-13 04:00	6.447	0.905	9.887	6.494	0.888	9.499	5.742	0.850	9.094	5.123	0.836	8.275	4.489	0.843	7.532	196.6	6.6	190.3	11.1														12.08	9.1384	9.4304	13.052	12.99	100.5	1002.3
2017-11-13 05:00	7.099	1.061	10.273	7.136	1.079	10.269	6.571	1.130	9.856	5.987	1.210	9.798	5.378	1.215	9.818	197.6	6.6	191.6	12.3														12.01	9.1390	9.4311	13.045	13.11	100.6	1002.6
2017-11-13 06:00	5.235	0.826	8.342	5.324	0.832	9.114	4.875	0.836	8.332	4.421	0.946	7.894	3.918	1.025	7.151	194.9	8.1	190.5	13.3														12.37	9.1350	9.4336	13.760	13.47	100.6	1003.4
2017-11-13 07:00	4.171	0.705	6.412	4.353	0.690	6.419	4.022	0.761	6.426	3.732	0.835	5.989	3.221	0.952	6.389	191.6	8.8	182.9	13.6														13.11	9.1127	9.4365	16.460	13.68	100.6	1004.0
2017-11-13 08:00	3.052	0.559	4.867	3.272	0.514	4.879	3.092	0.568	4.901	2.949	0.635	4.466	2.812	0.676	4.864	213.3	9.8	203.8	13.3														14.28	9.1135	9.4394	16.475	13.86	100.6	1004.7
2017-11-13 09:00	2.392	0.769	4.867	2.630	0.691	4.494	2.460	0.723	4.139	2.340	0.709	4.085	2.346	0.695	4.864	208.6	18.0	188.6	18.8														17.02	9.1156	9.4447	16.599	15.42	96.9	1004.6
2017-11-13 10:00	2.578	0.817	5.640	2.791	0.760	5.649	2.587	0.862	5.283	2.435	0.908	6.370	2.421	0.837	6.008	232.0	23.6	228.4	23.8														23.11	9.1314	9.4555	14.781	17.66	87.2	1004.5
2017-11-13 11:00	3.206	0.860	7.184	3.383	0.772	7.189	3.300	0.766	6.807	3.129	0.804	6.370	3.067	0.814	5.627	229.3	20.2	199.7	19.4														28.30	9.1276	9.4695	14.531	19.43	78.8	1004.1
2017-11-13 12:00	3.771	0.795	6.798	3.911	0.761	6.804	3.822	0.794	6.807	3.624	0.820	6.370	3.566	0.844	6.389	219.4	16.2	199.3	17.8														31.94	9.1248	9.4774	14.342	21.41	70.9	1003.7
2017-11-13 13:00	3.190	0.944	6.798	3.411	0.861	6.804	3.207	0.946	6.426	3.035	0.969	6.370	3.040	1.002	6.389	214.3	22.1	203.0	23.3														34.09	9.1230	9.4795	14.264	22.78	66.1	1003.3
2017-11-13 14:00	3.289	1.078	6.412	3.485	1.005	7.189	3.275	1.153	6.807	3.122	1.152	6.751	3.083	1.135	6.389	244.7	19.8	222.8	21.1														36.34	9.1195	9.4726	14.183	23.79	60.5	1003.0
2017-11-13 15:00	3.608	0.861	6.412	3.824	0.800	7.189	3.672	0.817	6.045	3.535	0.887	6.370	3.543	0.892	6.770	235.4	18.7	210.3	18.4														37.14	9.1208	9.4715	14.138	24.21	62.1	1002.4
2017-11-13 16:00	3.913	0.957	6.412	4.075	0.864	6.804	3.809	0.970	6.426	3.521	0.941	6.370	3.392	0.838	6.008	207.7	16.6	195.7	18.4														37.31	9.1186	9.4706	14.079	24.66	63.2	1002.1
2017-11-13 17:00	6.255	0.973	9.114	6.337	0.950	9.114	5.983	0.971	9.475	5.613	1.054	9.036	5.151	1.094	8.675	209.8	8.6	191.4	12.2														35.57	9.1201	9.4676	14.132	23.89	66.2	1002.1
2017-11-13 18:00	7.558	1.204	11.045	7.562	1.205	11.039	7.067	1.233	11.000	6.549	1.366	10.941	5.969	1.432	11.342	209.9	8.3	193.6	13.7														32.78	9.1214	9.4628	13.959	22.88	69.0	1002.0
2017-11-13 19:00	8.545	1.318	13.748	8.530	1.391	13.734	7.786	1.397	11.762	7.179	1.484	11.703	6.481	1.441	11.342	212.8	8.1	214.8	37.0														28.50	9.1245	9.4567	13.712	20.82	68.6	1002.9
2017-11-13 20:00	9.019	1.490	14.134	9.025	1.473	13.734	8.075	1.493	13.287	7.399	1.494	12.464	6.614	1.480	11.342	208.5	8.8	202.2	13.3														23.65	9.1300	9.4493	13.025	18.92	71.0	1003.4
2017-11-13 21:00	8.638	1.419	12.589	8.683	1.407	12.964	7.810	1.437	12.906	7.244	1.408	11.322	6.548	1.376	11.342	206.4	8.0	199.6	11.7														20.20	9.1326	9.4447	13.090	17.67	79.7	1003.9
2017-11-13 22:00	7.862	1.151	11.045	7.901	1.133	11.424	7.096	1.141	11.381	6.473	1.156	10.560	5.758	1.181	9.437	198.3	7.7	187.4	11.6														17.65	9.1367	9.4371	13.119	16.48	83.9	1004.2
2017-11-13 23:00	7.828	1.087	11.817	7.854	1.098	12.964	6.904	1.101	12.143	6.180	1.084	9.798	5.461	1.080	9.056	198.6	6.7	181.1	10.6														15.86	9.1381	9.4335	13.104	15.76	87.6	1003.9
2017-11-14 00:00	7.635	0.795	10.659	7.627	0.806	10.269	6.827	0.921	10.238	6.174	0.973	9.417	5.340	1.004	9.056	200.7	5.7	184.9	9.7														14.57	9.1385	9.4315	13.089	14.99	94.1	1003.8
2017-11-14 01:00	7.593	0.785	10.659	7.590	0.800	10.269	6.707	0.834	9.856	5.995	0.902	9.798	5.195	0.932	9.056	202.0	5.4	188.4	9.9														13.58	9.1413	9.4315	13.077	14.55	97.5	1003.0
2017-11-14 02:00	7.028	0.690	9.114	7.067	0.691	9.499	6.169	0.685	8.713	5.471	0.748	8.275	4.732	0.787	7.913	200.8	5.3	188.9	9.0														12.78	9.1412	9.4315	13.066	14.21	97.6	1002.5
2017-11-14 03:00	6.398	0.627	9.114	6.424	0.643	8.729	5.620	0.613	7.951	4.911	0.654	7.132	4.161	0.675	6.389	201.4	4.7	196.5	8.7														12.09	9.1424	9.4325	13.057	14.01	97.0	1002.4
2017-11-14 04:00	6.561	0.790	9.887	6.635	0.780	9.499	5.878	0.778	9.475	5.286	0.812	9.036	4.618	0.810	8.294	198.3	5.6	192.3	8.9														11.56	9.1402	9.4325	13.053	13.71	97.8	1002.3
2017-11-14 05:00	6.320	1.063	9.887	6.370	1.064	9.884	5.787	1.018	9.475	5.300	1.074	9.036	4.705	1.099	8.294	197.2	7.5	188.7	11.0														11.62	9.1398	9.4333	13.052	13.23	97.4	1002.4
2017-11-14 06:00	7.085	0.953	10.659	7.162	0.951	10.654	6.369	1.019	10.619	5.830	1.062	10.560	5.219	1.102	9.437	199.4	7.3	190.6	11.8														11.63	9.1328	9.4350	14.232	12.75	97.4	1002.9
2017-11-14 07:00	6.767	1.139	11.045	6.840	1.147	10.654	6.247	1.111	10.238	5.727	1.170	9.417	5.133	1.239	9.437	194.3	8.3	185.0	13.9														12.16	9.1136	9.4367	16.791	12.58	96.4	1003.4
2017-11-14 08:00	5.800	0.979	8.728	5.880	0.950	8.729	5.514	1.010	8.713	5.197	1.138	9.036	4.858	1.145	8.294	194.0	9.9	182.9	14.3														15.31	9.1162	9.4410	16.649	13.40	89.7	1004.0
2017-11-14 09:00	5.365	0.989	8.728	5.453	0.947	8.729	5.136	1.037	9.094	4.894	1.150	8.275	4.615	1.203	8.294	202.3	11.5	189.4	16.3														19.12	9.1316	9.4501	15.480	14.61	83.9	1003.8
2017-11-14 10:00	4.435	0.743	6.798	4.567	0.716	6.804	4.408	0.784	7.188	4.321	0.843	7.132	4.217	0.910	7.913	210.7	10.9	199.0	24.9														23.20	9.1342	9.4591	14.722	15.78	79.8	1003.0
2017-11-14 11:00	2.812	0.803	5.640	3.045	0.735	5.649	2.885	0.801	5.283	2.729	0.783	4.846	2.786	0.783	5.627	217.8	25.8	210.9	25.9														27.28	9.1293	9.4674	14.525	17.57	73.0	1002.7
2017-11-14 12:00	2.419	0.774	5.253	2.666	0.665	4.879	2.426	0.785	5.664	2.331	0.771	5.608	2.341	0.739	5.627	286.1	25.2	279.2	29.1														30.80	9.1268	9.4732	14.341	19.42	66.8	1002.3
2017-11-14 13:00	2.967	0.900	6.026	3.039	0.816	6.034	3.083	0.819	6.045	2.976	0.863	6.751	3.015	0.860	6.389	309.3	18.9	297.1	20.7														33.35	9.1228	9.4741	14.300	20.98	64.1	1001.9
2017-11-14 14:00	5.024	1.153	10.273	5.043	1.104	10.654	4.754	1.049	9.475	4.874	1.138	9.417	4.844	1.140	10.961	339.4	17.5	332.4	18.9														34.65	9.1241	9.4697	14.237	22.12	62.1	1001.4
2017-11-14 15:00	6.929	1.360	11.431	7.026	1.366	11.809	6.419	1.229	11.000	6.579	1.274	11.322	6.490	1.254	10.580	335.3	13.5	325.8	12.7														34.36	9.1227	9.4711	14.277	22.72	49.6	1001.1
2017-11-14 16:00	5.751	1.089	11.045	5.839	1.062	10.654	5.491	1.127	10.619	5.302	1.248	10.560	5.002	1.273	10.580	272.2	19.2	259.2	21.6														34.57	9.1215	9.4698	14.133	21.72	54.7	1001.2
2017-11-14 17:00	7.193	1.231	12.589	7.183	1.276	12.964	6.947	1.247	12.906	6.644	1.298	12.845	6.272	1.354	12.485	216.1	9.6	209.0	25.3														31.82	9.1233	9.4683	14.153	18.92	57.6	1002.2
2017-11-14 18:00	8.832	1.959	14.520	8.851	1.899	14.889	8.180	1.951	13.668	7.606	2.014	13.607	6.941	2.066	14.391	201.5	11.4	193.5	20.1														27.50	9.1250	9.4660	14.124	15.38	64.5	1003.9
2017-11-14 19:00	10.172	1.626	15.678	10.190	1.638	15.274	9.378	1.699	15.192	8.643	1.806	15.512	7.713	1.934	14.391	196.4	8.2	183.2	14.1														21.47	9.1300	9.4555	13.781	13.18	67.8	1005.2
2017-11-14 20:00	7.163	1.309	12.975	7.189	1.309	12.579	6.577	1.262	12.143	5.947	1.363	12.083	5.302	1.419	11.342	198.1	9.0	185.6	13.1														17.01	9.1351	9.4415	13.032	12.99	66.6	1005.9
2017-11-14 21:00	6.359	1.017	11.045	6.445	0.992	11.424	5.851	1.022	11.381	5.304	1.051	10.941	4.737	1.071	11.342	193.6	7.3	177.5	14.9														14.18	9.1388	9.4325	13.064	11.30	88.0	1007.4
2017-11-14 22:00	6.208	0.782	9.114	6.301	0.764	9.114	5.401	0.777	7.951	4.768	0.831	7.894	4.066	0.880	7.151	182.2	6.1	173.0	11.3														11.47	9.1416	9.4269	13.102	10.50	92.3	1008.4
2017-11-14 23:00	5.692	0.670	8.342	5.772	0.639	8.344	4.875	0.663	7.188	4.166	0.674	6.370	3.504	0.704	6.389	185.4	5.6	172.2	9.2														10.01	9.1420	9.4250	13.085	10.42	90.3	1009.2
2017-11-15 00:00	5.511	0.355	7.184	5.572	0.342	7.189	4.614	0.374	6.045	3.926	0.385	5.608	3.166	0.374	4.483	176.5	2.9	158.6	4.2														8.92	9.1433	9.4252	13.068	10.35	87.9	1009.7
2017-11-15 01:00	6.052	0.527	8.728	6.102	0.506	9.114	5.402	0.478	8.332	4.682	0.498	7.894	3.795	0.494	6.389	191.2	3.9	175.8	5.1														7.34	9.1423	9.4243	13.053	10.24	85.7	1009.6
2017-11-15 02:00	6.594	0.420	7.956	6.618	0.414	7.959	5.851	0.364	7.188	5.108	0.362	6.370	4.209	0.371	5.627	200.0	2.8	180.9	3.7														6.16	9.1431	9.4236	13.039	10.21	81.8	1009.8
2017-11-15 03:00	6.098	0.309	7.956	6.131	0.308	7.959	5.057	0.352	6.807	3.940	0.386	5.989	2.914	0.368	5.245	193.7	2.8	176.2	5.4														5.43	9.1432	9.4228	13.028	10.02	82.8	1010.0
2017-11-15 04:00	5.408	0.410	7.956	5.465	0.400	8.344	4.219	0.467	7.188	3.340	0.453	6.751	2.499	0.355	4.864	196.3	3.1	166.5	6.5														4.91	9.1448	9.4235	13.018	9.47	87.5	1010.4
2017-11-15 05:00	6.378	0.445	8.342	6.401	0.435	8.344	5.311	0.470	7.188	4.391	0.520	6.370	3.374	0.513	5.627	201.7	2.2	170.3	4.6														4.79	9.1438	9.4233	13.022	9.53	84.6	1011.2
2017-11-15 06:00	4.067	0.446	5.253	4.158	0.420	5.649	3.202	0.409	4.901	2.500	0.447	4.466	1.889	0.398	3.721	199.9	4.4	162.8	7.2														5.12	9.1301	9.4249	14.801	9.69	83.5	1012.5
2017-11-15 07:00	3.324	0.526	5.253	3.464	0.486	5.264	2.942	0.547	4.901	2.582	0.578	4.466	2.320	0.579	4.102	193.9	9.8	165.6	12.4														8.27	9.1125	9.4284	17.203	10.05	82.1	1013.7
2017-11-15 08:00	3.118	0.835	6.026	3.314	0.784	6.034	3.033	0.822	5.664	2.857	0.894	6.370	2.886	0.849	5.627	206.5	19.0	202.3	18.7														12.70	9.1170	9.4385	16.665	10.95	79.6	1014.1
2017-11-15 09:00	2.171	0.605	4.095	2.459	0.520	4.108	2.266	0.594	4.139	2.179	0.615	3.704	2.110	0.596	4.102	221.8	12.8	198.5	13.1														15.96	9.1324	9.4487	15.165	11.21	76.5	1014.2
2017-11-15 10:00	1.990	0.913	5.253	2.319	0.880	5.649	2.073	0.879	4.520	2.039	0.869	4.846	2.053	0.869	4.864	228.2	35.8	222.6	26.1														18.70	9.1309	9.4537	15.338	12.60	68.2	1014.2
2017-11-15 11:00	2.040	0.830	4.481	2.431	0.785	5.264	2.161	0.835	6.045	2.061	0.825	5.227	2.102	0.824	4.864	189.2	26.1	153.5	17.0														21.90	9.1334	9.4598	14.917	13.58	62.1	1014.3
2017-11-15 12:00	2.402	0.968	6.798	2.687	0.925	6.419	2.547	0.891	6.045	2.431	0.872	5.608	2.449	0.804	5.627	189.8	23.3	129.5	22.6														24.61	9.1321	9.4652	14.480	13.98	60.2	1014.5
2017-11-15 13:00	2.056	1.028	5.640	2.428	0.994	6.804	2.140	1.055	6.426	1.998	1.018	5.989	1.990	1.025	6.008	184.2	36.2	159.0	35.7														26.26	9.1308	9.4683	14.777	14.98	57.2	1014.3
2017-11-15 14:00	1.994	0.863	7.184	2.389	0.780	6.804	2.194	0.815	6.807	2.208	0.796	6.370	2.199	0.805	6.008	198.8	37.9	127.1	26.0														28.39	9.1289	9.4700	14.426	15.95	53.0	1013.7
2017-11-15 15:00	2.438	0.890	6.026	2.632	0.784	6.034	2.574	0.852	5.283	2.548	0.851	5.227	2.559	0.849	5.627	278.2	25.9	271.9	15.5														30.54	9.1238	9.4710	14.206	16.88	50.3	1013.6
2017-11-15 16:00	2.217	0.753	5.253	2.478	0.717	5.264	2.286	0.752	6.045	2.256	0.776	5.227	2.339	0.775	4.864	217.1	36.1	224.8	36.4														30.52	9.1249	9.4698	14.263	17.06	50.5	1013.3
2017-11-15 17:00	3.993	0.698	6.798	4.118	0.661	6.804	3.891	0.766	7.188	3.708	0.816	6.751	3.596	0.887	6.389	216.1	10.6	197.7	17.2														29.29	9.1265	9.4711	14.223	16.74	52.7	1013.3
2017-11-15 18:00	6.235	0.815	9.114	6.279	0.806	9.114	5.868	0.881	9.856	5.430	0.988	9.417	4.922	1.058	8.675	195.3	6.0	184.4	11.6														25.81	9.1284	9.4672	14.289	16.04	55.7	1013.4
2017-11-15 19:00	7.494	1.148	11.045	7.538	1.120	10.654	6.781	1.154	10.238	6.111	1.229	10.941	5.414	1.214	9.056	199.5	6.8	192.5	29.1														22.15	9.1306	9.4574	13.954	14.92	55.1	1013.6
2017-11-15 20:00	7.513	1.177	12.203	7.510	1.134	11.424	6.722	1.099	11.000	6.039	1.132	10.560	5.290	1.161	9.437	201.2	7.6	189.6	12.2														17.88	9.1355	9.4483	13.113	13.60	64.8	1013.2
2017-11-15 21:00	6.623	0.927	9.887	6.662	0.870	9.499	5.798	0.894	9.475	5.164	0.945	9.036	4.545	0.964	9.437	197.6	7.2	190.9	12.0														14.54	9.1390	9.4382	13.070	12.53	72.2	1013.7
2017-11-15 22:00	6.156	0.949	9.501	6.226	0.928	9.499	5.398	0.893	8.713	4.736	0.889	7.894	3.916	0.981	7.532	188.4	7.5	181.3	13.3														12.06	9.1407	9.4315	13.104	11.92	71.2	1014.0
2017-11-15 23:00	5.521	0.701	8.342	5.564	0.653	7.959	4.650	0.710	7.188	3.982	0.664	6.370	3.317	0.647	6.008	182.3	5.9	167.0	8.5														10.27	9.1415	9.4244	13.087	11.37	74.1	1013.9
2017-11-16 00:00	4.886	0.531	7.184	4.932	0.503	7.189	4.041	0.489	6.045	3.405	0.462	5.227	2.807	0.444	4.864	192.3	4.8	169.6	6.1														8.62	9.1419	9.4228	13.067	11.02	77.6	1013.5
2017-11-16 01:00	4.412	0.516	6.026	4.493	0.494	6.034	3.694	0.399	5.283	3.275	0.355	4.846	2.841	0.306	4.102	203.5	4.9	205.2	7.5														7.18	9.1428	9.4221	13.051	10.61	80.2	1013.2
