Created 04-09-2020 15:27 by Windographer 4.1.12

Latitude = N 38° 23' 20.760"
Longitude = W 73° 37' 21.480"
Elevation = 139 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	C1-SWI C3 Spd 100m Avg [m/s]	C1-SWI C3 Spd 100m StdDev [m/s]	C1-SWI C3 Spd 100m Max [m/s]	C2-SWI C3 Spd 99m Avg [m/s]	C2-SWI C3 Spd 99m StdDev [m/s]	C2-SWI C3 Spd 99m Max [m/s]	C3-SWI C3 Spd 80m Avg [m/s]	C3-SWI C3 Spd 80m StdDev [m/s]	C3-SWI C3 Spd 80m Max [m/s]	C4-SWI C3 Spd 65m Avg [m/s]	C4-SWI C3 Spd 65m StdDev [m/s]	C4-SWI C3 Spd 65m Max [m/s]	C5-SWI C3 Spd 50m Avg [m/s]	C5-SWI C3 Spd 50m StdDev [m/s]	C5-SWI C3 Spd 50m Max [m/s]	A1-SWI PV1 Direction 98m VectorAvg [°]	A1-SWI PV1 Direction 98m VectorStdDev [°]	A2-SWI PV1 Direction 48m VectorAvg [°]	A2-SWI PV1 Direction 48m VectorStdDev [°]	A3-Other Model Temperature 80m Avg [°C]	A3-Other Model Temperature 80m StdDev [°C]	A3-Other Model Temperature 80m Max [°C]	A3-Other Model Temperature 80m TimeOfMax [°C]	A3-Other Model Temperature 80m Min [°C]	A3-Other Model Temperature 80m TimeOfMin [°C]	A4-Humidity  0m Avg [%]	A4-Humidity  0m StdDev [%]	A4-Humidity  0m Max [%]	A4-Humidity  0m TimeOfMax [%RH]	A4-Humidity  0m Min [%]	A4-Humidity  0m TimeOfMin [%RH]	A5-Setra 276 Pressure 0m Avg [mbar]	I1-Inner Temp Avg [°C]	I2-Battery 1 Avg	I3-Battery 2 Avg	I4-12V Power Avg	A3-Other Model Temperature 80m Sample [°C]	A4-Humidity  0m Sample [%]	A5-Setra 276 Pressure 0m Sample [mbar]	C1-SWI C3 Spd 100m Min [m/s]	C2-SWI C3 Spd 99m Min [m/s]	C3-SWI C3 Spd 80m Min [m/s]	C4-SWI C3 Spd 65m Min [m/s]	C5-SWI C3 Spd 50m Min [m/s]	A1-SWI PV1 Direction 98m Min [°]	A1-SWI PV1 Direction 98m Max [°]	A2-SWI PV1 Direction 48m Min [°]	A2-SWI PV1 Direction 48m Max [°]	A3-SWI Model 115 Temperature 0m Sample [°C]	A4-Other Model Temperature 0m Sample [°C]	A3-SWI Model 115 Temperature 0m Sample (1) [°C]	A4-Other Model Temperature 0m Sample (1) [°C]	A3-Vaisala HMP50 Temperature 0m Sample [°C]	
2018-04-15 03:00	6.483	0.348	8.430	6.393	0.354	8.292	5.528	0.403	7.859	4.794	0.398	7.121	4.262	0.425	6.792	185.7	2.2	196.2	3.7														11.39	9.0400	9.0159	12.598	13.80	97.6	1001.3														
2018-04-15 04:00	5.569	0.341	6.889	5.476	0.350	6.768	4.576	0.349	5.959	3.991	0.324	5.216	3.888	0.294	4.885	183.6	2.4	190.2	2.0														10.73	9.0405	9.0171	12.567	13.39	100.0	1001.0														
2018-04-15 05:00	8.254	0.442	10.742	8.231	0.439	10.578	7.504	0.399	10.139	6.643	0.435	9.406	5.756	0.586	7.936	194.0	1.7	204.1	5.5														10.15	9.0408	9.0178	12.538	13.62	100.3	1000.6														
2018-04-15 06:00	9.782	0.368	11.512	9.768	0.366	11.340	8.745	0.451	10.519	7.844	0.532	9.406	6.863	0.708	8.699	191.1	2.1	197.1	6.0														10.14	9.0404	9.0180	12.511	13.20	100.5	1000.6														
2018-04-15 07:00	8.642	0.643	11.897	8.540	0.641	12.102	7.464	0.709	10.519	6.558	0.756	9.787	5.792	0.747	9.461	185.1	4.0	188.8	6.9														10.39	9.0416	9.0192	12.489	12.96	100.5	1000.9														
2018-04-15 08:00	6.639	0.383	8.430	6.519	0.381	8.292	5.732	0.451	7.099	4.925	0.498	6.359	4.380	0.453	6.029	172.8	2.3	176.4	4.0														10.19	9.0387	9.0190	12.438	13.00	99.7	1000.9														
2018-04-15 09:00	7.150	0.487	8.815	7.009	0.483	8.673	5.821	0.522	7.479	4.904	0.519	6.740	4.259	0.500	6.410	167.0	3.3	172.3	4.8														10.10	9.0340	9.0188	13.299	12.70	100.4	1000.7														
2018-04-15 10:00	5.949	0.653	8.045	5.815	0.658	7.911	5.246	0.652	7.099	4.684	0.612	6.359	4.391	0.644	6.410	166.6	5.8	173.0	7.0														12.70	9.0310	9.0157	13.774	13.51	100.4	1000.3														
2018-04-15 11:00	4.551	0.664	7.274	4.417	0.679	7.149	4.174	0.737	6.719	3.909	0.776	6.359	3.734	0.828	6.792	184.1	7.1	198.5	10.1														15.77	9.0355	9.0116	13.720	14.52	100.3	999.8														
2018-04-15 12:00	5.189	0.658	7.274	5.085	0.659	7.530	4.801	0.690	7.099	4.447	0.791	7.121	4.216	0.808	6.792	193.7	7.9	204.2	11.2														18.14	9.0376	9.0078	13.675	16.05	95.2	999.0														
2018-04-15 13:00	4.540	0.661	7.274	4.443	0.691	7.149	4.225	0.698	7.099	4.006	0.712	6.740	3.991	0.720	6.410	201.0	9.0	205.9	16.6														20.59	9.0383	9.0034	13.636	17.85	84.1	998.2														
2018-04-15 14:00	4.033	0.590	6.119	3.906	0.596	6.387	3.762	0.654	5.959	3.556	0.673	5.978	3.426	0.688	5.647	203.0	10.7	214.9	13.6														22.26	9.0394	9.0010	13.593	19.60	71.0	997.4														
2018-04-15 15:00	3.553	0.488	5.733	3.439	0.487	5.244	3.376	0.484	5.199	3.255	0.536	4.836	3.231	0.609	6.029	212.4	9.7	231.6	11.5														23.47	9.0373	8.9991	13.557	20.33	73.0	996.7														
2018-04-15 16:00	3.162	0.673	5.348	3.026	0.684	5.244	2.955	0.592	4.819	2.702	0.626	4.836	2.691	0.607	4.503	212.8	12.3	228.1	14.7														25.13	9.0357	8.9971	13.519	21.75	63.6	996.5														
2018-04-15 17:00	2.213	0.455	4.578	2.103	0.433	4.482	2.108	0.446	4.439	1.859	0.501	4.455	1.877	0.528	4.503	207.9	11.1	225.1	12.2														26.80	9.0361	8.9925	13.466	22.57	62.1	996.5														
2018-04-15 18:00	3.105	0.410	5.348	3.036	0.392	5.244	2.967	0.384	4.819	2.730	0.385	4.455	2.599	0.406	4.503	214.1	7.3	230.4	6.1														26.86	9.0369	8.9932	13.475	22.72	61.5	997.0														
2018-04-15 19:00	5.113	0.321	6.119	5.058	0.319	6.387	4.381	0.351	5.579	3.762	0.418	4.836	3.120	0.493	4.503	208.3	2.8	217.6	7.4														24.31	9.0353	8.9955	13.468	22.28	67.1	997.3														
2018-04-15 20:00	5.937	0.644	9.971	5.867	0.658	9.816	5.257	0.613	8.999	4.632	0.563	8.264	4.108	0.533	7.936	198.0	4.4	207.8	7.2														21.96	9.0373	8.9982	13.065	21.03	72.7	998.0														
2018-04-15 21:00	8.124	0.479	9.586	8.102	0.476	9.816	7.287	0.496	9.379	6.570	0.570	9.026	5.855	0.675	8.317	195.9	2.7	207.1	6.7														19.79	9.0374	9.0027	12.833	19.01	74.2	998.5														
2018-04-15 22:00	8.333	0.443	10.356	8.331	0.443	10.197	7.362	0.489	9.379	6.553	0.573	8.645	5.764	0.682	7.936	197.6	2.5	207.8	6.5														18.23	9.0397	9.0043	12.774	17.87	77.8	999.2														
2018-04-15 23:00	7.617	0.316	8.815	7.595	0.324	8.673	6.560	0.352	7.479	5.737	0.389	7.121	5.142	0.445	6.410	191.5	1.8	198.1	4.5														17.01	9.0386	9.0062	12.724	18.05	77.2	999.3														
2018-04-16 00:00	6.369	0.405	8.045	6.315	0.418	8.292	5.284	0.395	7.099	4.475	0.398	6.359	3.919	0.430	6.029	189.5	2.4	197.4	3.8														16.14	9.0392	9.0090	12.679	17.46	80.8	999.5														
2018-04-16 01:00	5.141	0.302	6.504	5.084	0.305	6.006	4.402	0.373	5.959	3.545	0.411	5.216	2.857	0.412	4.885	195.1	2.1	198.5	2.7														14.99	9.0393	9.0102	12.639	17.12	84.7	999.7														
2018-04-16 02:00	1.895	0.278	4.193	1.685	0.285	4.101	1.136	0.329	3.299	0.487	0.294	2.169	0.812	0.235	1.833	181.6	4.2	85.9	18.4														13.40	9.0392	9.0118	12.603	15.66	100.4	999.7														
2018-04-16 03:00	1.097	0.348	2.266	0.785	0.309	2.196	0.460	0.258	1.399	0.270	0.054	1.026	0.352	0.144	1.452	155.7	1.1	49.4	0.0														12.15	9.0409	9.0128	12.570	14.65	100.5	999.8														
2018-04-16 04:00	2.253	0.296	3.807	2.034	0.322	3.720	2.070	0.276	3.299	1.600	0.341	2.931	1.741	0.334	2.978	143.5	3.4	127.9	14.1														11.19	9.0406	9.0162	12.540	13.41	100.4	999.9														
2018-04-16 05:00	2.185	0.287	3.807	2.019	0.300	3.720	2.857	0.293	4.059	2.389	0.298	3.693	2.149	0.308	3.359	57.1	6.6	93.5	2.3														10.57	9.0392	9.0176	12.514	12.46	100.5	999.7														
2018-04-16 06:00	2.475	0.268	3.422	2.389	0.265	3.339	2.370	0.430	3.299	1.487	0.451	2.931	1.805	0.344	2.596	3.7	3.9	81.4	2.2														10.38	9.0407	9.0172	12.493	12.24	100.5	999.8														
2018-04-16 07:00	1.498	0.351	3.422	1.381	0.362	3.339	1.363	0.337	3.299	1.056	0.316	2.931	1.015	0.292	2.596	13.2	6.8	74.8	1.4														10.03	9.0412	9.0183	12.474	11.13	100.4	1000.2														
2018-04-16 08:00	1.130	0.370	2.652	0.653	0.330	2.196	0.966	0.365	2.159	0.402	0.268	1.788	0.611	0.307	1.833	267.8	14.5	295.0	18.5														10.00	9.0397	9.0185	12.410	10.08	100.5	1000.9														
2018-04-16 09:00	1.824	0.394	3.422	1.414	0.482	3.339	1.633	0.343	3.299	0.939	0.388	2.931	1.071	0.388	2.978	135.1	8.6	144.6	7.1														10.09	9.0389	9.0191	12.850	9.78	100.5	1001.3														
2018-04-16 10:00	1.732	0.677	4.193	1.484	0.674	4.482	1.724	0.579	4.059	1.212	0.577	3.693	1.318	0.571	3.359	105.5	16.3	111.3	11.7														10.53	9.0273	9.0176	13.822	10.04	100.4	1001.7														
2018-04-16 11:00	1.450	0.545	3.422	1.334	0.537	3.339	1.472	0.493	2.919	0.877	0.462	2.931	1.091	0.489	2.978	65.7	15.9	81.1	7.7														11.23	9.0294	9.0161	13.822	10.75	100.5	1002.0														
2018-04-16 12:00	2.416	0.554	4.578	2.360	0.562	4.482	2.528	0.458	4.439	2.206	0.484	4.455	2.287	0.482	4.503	53.4	14.1	68.3	8.1														12.40	9.0307	9.0151	13.771	11.51	100.4	1001.9														
2018-04-16 13:00	2.151	0.437	3.807	2.076	0.425	3.720	2.167	0.407	3.679	1.835	0.547	3.693	2.093	0.491	3.740	348.4	12.5	357.5	11.9														13.98	9.0335	9.0122	13.736	12.26	100.5	1001.9														
2018-04-16 14:00	1.962	0.570	4.578	1.910	0.578	4.482	1.928	0.556	4.059	1.603	0.594	4.074	1.886	0.539	3.740	345.3	17.1	347.2	19.9														16.22	9.0369	9.0086	13.718	14.16	100.5	1001.5														
2018-04-16 15:00	2.780	0.595	5.348	2.742	0.604	4.863	2.755	0.564	4.819	2.451	0.610	5.216	2.489	0.582	5.266	2.0	15.1	13.3	12.2														19.59	9.0386	9.0047	13.649	17.57	100.5	1000.7														
2018-04-16 16:00	2.907	0.630	4.963	2.878	0.607	5.244	2.805	0.597	5.199	2.609	0.694	5.216	2.614	0.672	4.885	334.1	16.0	349.4	17.6														22.28	9.0381	8.9997	13.587	19.20	100.1	1000.4														
2018-04-16 17:00	5.384	1.224	11.127	5.345	1.230	10.578	5.034	1.134	10.899	4.561	1.122	10.549	4.258	1.103	9.843	205.5	15.8	216.8	12.5														21.89	9.0373	8.9988	13.568	17.48	100.3	1000.6														
2018-04-16 18:00	8.708	1.328	12.668	8.676	1.309	12.483	7.898	1.399	12.039	7.200	1.481	11.692	6.625	1.484	11.750	195.1	7.7	207.7	12.0														19.05	9.0366	9.0029	13.455	15.39	100.5	1001.6														
2018-04-16 19:00	9.680	1.206	14.209	9.522	1.196	14.007	8.837	1.252	13.559	8.216	1.298	13.977	7.776	1.308	14.420	175.8	6.7	188.5	9.0														16.68	9.0378	9.0066	13.168	13.13	100.4	1002.8														
2018-04-16 20:00	7.909	1.114	12.283	7.725	1.120	12.483	7.062	1.177	12.039	6.458	1.177	11.311	6.067	1.104	10.224	160.3	7.4	170.4	9.5														14.46	9.0387	9.0100	12.847	12.25	100.4	1003.6														
2018-04-16 21:00	7.215	0.846	10.742	7.015	0.810	10.578	6.349	0.886	10.139	5.695	0.818	9.026	5.263	0.751	8.317	161.1	6.2	174.8	7.5														13.21	9.0394	9.0126	12.672	12.53	100.5	1004.3														
2018-04-16 22:00	6.566	0.690	9.201	6.452	0.673	9.054	5.805	0.671	8.619	5.060	0.693	8.264	4.551	0.713	7.554	178.0	5.0	193.9	8.8														12.72	9.0388	9.0133	12.643	12.49	100.5	1004.8														
2018-04-16 23:00	7.342	0.430	9.586	7.285	0.433	9.816	6.461	0.514	8.999	5.629	0.628	8.645	4.952	0.665	7.936	189.7	2.4	201.7	8.3														12.38	9.0398	9.0135	12.611	12.07	100.5	1005.2														
2018-04-17 00:00	7.925	0.385	9.971	7.867	0.381	9.816	6.992	0.358	8.999	6.295	0.373	8.264	5.608	0.516	7.554	182.9	2.0	195.3	4.0														11.67	9.0388	9.0156	12.579	12.00	100.5	1005.3														
2018-04-17 01:00	6.751	0.412	8.430	6.708	0.418	8.292	5.942	0.361	7.479	5.424	0.325	6.740	4.967	0.370	6.410	183.3	2.5	194.3	3.5														10.61	9.0404	9.0165	12.549	11.30	100.5	1005.5														
2018-04-17 02:00	7.435	0.350	8.815	7.400	0.350	8.673	6.479	0.347	8.239	5.677	0.359	7.502	4.933	0.432	7.173	189.2	2.1	200.4	4.3														9.64	9.0378	9.0186	12.525	10.83	100.6	1005.8														
2018-04-17 03:00	7.971	0.320	9.201	7.944	0.328	9.054	7.089	0.416	8.619	6.194	0.499	7.883	5.275	0.606	7.554	192.0	1.8	202.9	5.7														9.04	9.0391	9.0191	12.505	10.39	100.6	1005.7														
2018-04-17 04:00	8.170	0.423	9.586	8.104	0.430	9.816	7.062	0.489	8.999	6.107	0.524	7.883	5.226	0.631	7.936	190.4	2.7	202.3	5.7														8.57	9.0397	9.0199	12.487	9.81	100.5	1005.5														
2018-04-17 05:00	8.654	0.545	10.356	8.608	0.552	10.197	7.476	0.651	9.379	6.472	0.758	9.026	5.555	0.841	8.317	190.2	3.2	202.8	8.4														8.22	9.0397	9.0222	12.470	9.51	100.5	1005.3														
2018-04-17 06:00	9.039	0.663	11.897	8.996	0.660	11.721	7.859	0.872	10.899	6.778	0.972	10.168	5.896	1.040	9.843	191.3	4.2	203.0	10.1														8.00	9.0396	9.0215	12.454	9.19	100.5	1005.5														
2018-04-17 07:00	8.969	0.741	11.512	8.912	0.742	10.959	7.823	0.897	10.899	6.810	0.978	10.168	6.091	1.036	9.461	190.7	4.6	201.9	9.8														7.76	9.0400	9.0231	12.440	8.74	100.5	1005.8														
2018-04-17 08:00	8.304	0.791	11.127	8.264	0.808	11.721	7.312	0.836	10.139	6.457	0.892	9.406	5.786	0.941	9.080	195.5	5.1	204.6	9.5														7.49	9.0400	9.0233	12.391	8.35	100.5	1005.7														
2018-04-17 09:00	8.872	1.000	12.668	8.845	1.021	12.864	7.807	1.201	12.039	6.885	1.249	11.692	6.141	1.243	10.987	198.6	6.2	207.7	11.8														7.67	9.0301	9.0231	13.398	8.58	100.5	1005.7														
2018-04-17 10:00	8.991	1.426	13.438	8.928	1.426	12.864	8.022	1.413	12.419	7.248	1.446	12.073	6.600	1.453	11.369	197.6	7.6	208.8	13.1														9.60	9.0261	9.0194	13.846	9.28	100.5	1005.9														
2018-04-17 11:00	9.254	1.435	14.594	9.188	1.417	14.769	8.332	1.561	13.179	7.605	1.592	13.216	6.963	1.524	12.131	195.8	8.4	206.0	13.2														12.24	9.0300	9.0149	13.803	10.48	100.4	1005.7														
2018-04-17 12:00	9.620	1.659	14.594	9.515	1.653	14.769	8.643	1.737	14.699	7.923	1.789	13.216	7.360	1.745	14.801	197.6	10.6	207.3	15.1														14.27	9.0325	9.0120	13.770	11.23	100.4	1005.5														
2018-04-17 13:00	10.713	1.754	15.750	10.597	1.744	15.531	9.783	1.855	15.839	9.039	1.842	14.739	8.342	1.842	15.183	194.9	9.7	204.9	14.3														15.68	9.0365	9.0096	13.741	12.24	84.8	1005.1														
2018-04-17 14:00	12.677	1.381	16.520	12.531	1.332	15.912	11.646	1.669	16.219	10.706	1.827	15.501	9.800	1.925	15.564	193.9	6.2	204.7	12.5														15.93	9.0356	9.0095	13.731	13.04	73.1	1004.4														
2018-04-17 15:00	11.333	1.545	15.365	11.227	1.497	15.150	10.301	1.752	15.459	9.608	1.717	14.739	8.946	1.735	13.657	192.5	7.8	202.4	12.5														16.37	9.0364	9.0079	13.708	13.69	68.7	1003.6														
2018-04-17 16:00	11.379	1.418	15.750	11.216	1.413	15.150	10.283	1.689	15.839	9.304	1.884	15.120	8.392	1.942	14.420	195.6	7.9	207.5	13.9														17.50	9.0376	9.0061	13.684	14.03	68.2	1003.2														
2018-04-17 17:00	11.719	1.671	16.520	11.573	1.586	15.912	10.474	1.853	15.459	9.422	1.969	14.739	8.579	1.898	14.801	196.9	7.8	208.7	13.4														17.83	9.0377	9.0058	13.656	14.17	69.4	1002.9														
2018-04-17 18:00	10.852	1.379	14.979	10.727	1.403	14.769	9.735	1.677	14.699	8.800	1.837	14.358	7.992	1.849	13.657	198.0	7.7	210.0	13.6														17.20	9.0369	9.0065	13.651	14.13	67.9	1002.9														
2018-04-17 19:00	10.429	1.175	14.594	10.314	1.167	14.388	9.165	1.362	13.559	8.183	1.459	12.835	7.348	1.441	12.513	192.9	6.4	204.6	12.1														15.86	9.0356	9.0070	13.616	13.51	69.0	1003.1														
2018-04-17 20:00	10.504	1.137	14.209	10.417	1.127	14.769	9.225	1.257	13.179	8.226	1.330	12.454	7.436	1.338	11.369	189.1	6.1	200.5	11.0														13.67	9.0381	9.0102	13.165	12.72	70.3	1003.3														
2018-04-17 21:00	10.266	1.136	14.209	10.167	1.146	14.007	8.898	1.243	13.559	7.735	1.322	12.454	6.822	1.359	10.987	192.1	5.9	203.7	11.3														12.09	9.0364	9.0145	12.948	11.53	80.1	1003.7														
2018-04-17 22:00	10.147	1.318	14.594	10.098	1.320	14.007	8.958	1.435	12.799	7.932	1.520	13.216	7.023	1.565	12.894	195.6	7.0	206.1	12.2														10.81	9.0377	9.0156	12.896	10.58	96.4	1003.8														
2018-04-17 23:00	11.188	1.317	16.135	11.095	1.309	15.150	9.837	1.462	14.699	8.763	1.540	13.977	7.844	1.498	12.894	195.8	6.7	207.0	11.9														9.93	9.0366	9.0174	12.849	10.15	98.1	1004.2														
2018-04-18 00:00	10.272	1.120	14.209	10.208	1.134	14.007	8.923	1.246	13.179	8.001	1.246	12.835	7.133	1.299	11.369	193.4	6.5	203.5	11.5														9.25	9.0374	9.0182	12.804	9.65	100.4	1004.1														
2018-04-18 01:00	10.342	1.182	13.824	10.255	1.154	13.626	9.026	1.330	13.179	7.981	1.373	12.454	7.158	1.307	12.131	190.8	6.6	200.0	11.1														8.65	9.0377	9.0200	12.763	9.54	100.4	1004.1														
2018-04-18 02:00	9.705	1.072	13.438	9.653	1.070	13.626	8.366	1.218	12.419	7.392	1.277	11.692	6.635	1.235	12.894	190.2	6.5	198.6	11.3														8.28	9.0377	9.0208	12.724	9.40	100.4	1003.9														
2018-04-18 03:00	10.011	1.021	13.438	9.959	0.995	13.626	8.831	1.110	12.799	7.919	1.170	11.692	7.131	1.244	10.987	188.8	5.3	197.3	9.8														7.84	9.0379	9.0214	12.687	9.23	100.4	1003.7														
2018-04-18 04:00	10.641	0.850	13.438	10.578	0.829	13.245	9.536	1.014	12.799	8.599	1.153	11.692	7.694	1.194	11.750	187.9	4.3	199.5	9.1														7.61	9.0374	9.0216	12.652	8.92	100.5	1003.1														
2018-04-18 05:00	10.325	0.932	13.824	10.240	0.923	13.626	9.158	1.076	12.419	8.171	1.164	11.692	7.294	1.202	11.750	187.3	5.0	198.5	10.0														7.27	9.0379	9.0220	12.618	8.64	100.5	1002.8														
2018-04-18 06:00	9.919	1.084	13.438	9.867	1.100	13.245	8.650	1.262	12.039	7.676	1.291	11.692	6.946	1.220	10.987	189.3	6.1	197.5	9.9														7.05	9.0381	9.0230	12.587	8.50	100.5	1002.6														
2018-04-18 07:00	9.204	0.887	12.668	9.136	0.860	12.483	8.082	1.026	12.039	7.181	1.044	10.930	6.518	1.044	10.224	188.7	5.4	196.7	9.8														6.87	9.0378	9.0237	12.557	8.07	100.5	1002.9														
2018-04-18 08:00	8.282	0.896	11.512	8.197	0.900	12.102	7.217	0.893	10.899	6.409	0.923	9.787	5.749	0.861	10.224	185.6	5.6	191.9	7.9														6.50	9.0363	9.0242	12.486	8.10	100.4	1002.7														
2018-04-18 09:00	8.947	0.909	12.283	8.891	0.910	12.102	7.838	0.995	11.279	6.997	1.003	10.168	6.338	1.016	10.224	188.9	5.3	197.0	9.0														6.78	9.0277	9.0249	13.447	8.11	100.5	1003.0														
2018-04-18 10:00	8.849	1.036	12.668	8.812	1.029	12.483	7.928	1.189	12.039	7.286	1.231	10.930	6.731	1.242	12.131	187.2	6.4	197.9	10.2														9.10	9.0262	9.0207	13.853	8.99	100.5	1003.0														
2018-04-18 11:00	8.490	1.109	11.897	8.398	1.139	11.721	7.708	1.294	11.279	7.041	1.313	10.549	6.477	1.313	10.606	194.0	7.5	205.2	12.6														11.79	9.0295	9.0163	13.814	10.03	97.7	1002.6														
2018-04-18 12:00	7.897	1.130	11.127	7.831	1.155	10.959	7.213	1.301	11.279	6.703	1.304	10.930	6.291	1.331	10.606	199.8	8.1	211.3	12.8														14.32	9.0333	9.0118	13.774	11.73	87.8	1002.1														
2018-04-18 13:00	9.088	1.126	11.897	9.005	1.141	12.102	8.344	1.339	12.039	7.800	1.328	12.454	7.183	1.387	11.750	194.8	7.8	206.6	12.7														16.21	9.0363	9.0089	13.737	13.06	72.5	1001.3														
2018-04-18 14:00	9.883	1.320	14.594	9.808	1.285	14.007	9.175	1.453	13.939	8.573	1.490	13.977	7.947	1.488	12.894	192.8	6.9	203.8	12.3														16.98	9.0354	9.0072	13.712	14.74	68.5	1000.4														
2018-04-18 15:00	10.617	1.464	15.365	10.456	1.455	15.150	9.773	1.675	14.699	9.051	1.757	14.739	8.292	1.742	13.657	196.0	8.2	206.7	13.2														17.98	9.0356	9.0067	13.679	15.87	67.1	999.6														
2018-04-18 16:00	11.255	1.211	15.750	11.118	1.205	15.531	10.269	1.531	14.699	9.427	1.712	13.977	8.628	1.804	14.420	196.7	6.7	208.2	12.6														19.40	9.0361	9.0039	13.646	16.58	68.1	999.2														
2018-04-18 17:00	12.225	1.599	17.676	12.007	1.570	17.436	11.146	1.786	16.219	10.132	1.946	16.263	9.279	1.940	15.183	193.3	7.1	205.6	12.6														19.97	9.0376	9.0020	13.617	16.83	66.3	999.0														
2018-04-18 18:00	9.577	1.305	14.209	9.492	1.303	13.245	8.553	1.465	13.939	7.830	1.532	13.597	7.249	1.526	14.038	193.5	7.9	206.5	12.2														19.56	9.0379	9.0015	13.600	16.74	69.5	999.0														
2018-04-18 19:00	9.930	1.245	14.209	9.876	1.230	14.007	8.793	1.346	13.179	7.957	1.425	12.073	7.215	1.369	11.369	189.7	6.0	203.1	10.7														18.37	9.0372	9.0038	13.556	16.13	74.9	998.6														
2018-04-18 20:00	10.491	1.149	14.209	10.386	1.131	14.007	9.276	1.291	13.179	8.339	1.351	12.073	7.589	1.303	11.750	188.3	5.7	200.1	10.7														16.44	9.0389	9.0058	13.114	15.55	82.0	998.7														
2018-04-18 21:00	11.014	1.050	13.824	10.939	1.039	13.626	9.662	1.281	13.179	8.619	1.415	12.835	7.835	1.396	12.894	191.9	5.5	204.6	10.8														15.11	9.0384	9.0088	12.900	14.67	94.8	998.8														
2018-04-18 22:00	11.515	1.176	14.979	11.423	1.147	15.531	10.208	1.376	13.939	8.977	1.567	13.597	7.899	1.574	12.894	197.1	6.0	209.4	12.6														14.12	9.0376	9.0103	12.849	13.67	100.5	998.9														
2018-04-18 23:00	11.551	1.279	16.520	11.464	1.221	15.912	10.329	1.527	15.839	9.298	1.584	14.739	8.289	1.568	12.894	195.7	5.8	207.9	11.3														13.25	9.0387	9.0118	12.800	12.92	100.5	999.2														
2018-04-19 00:00	11.225	1.048	14.979	11.120	1.047	14.388	10.097	1.240	13.559	9.102	1.348	13.597	8.087	1.439	13.657	195.7	5.1	209.3	10.2														12.58	9.0384	9.0128	12.756	12.48	100.5	999.4														
2018-04-19 01:00	9.520	0.901	12.668	9.486	0.899	12.483	8.397	1.051	12.039	7.399	1.086	11.311	6.562	1.155	10.987	194.4	5.0	206.3	11.1														11.97	9.0393	9.0143	12.715	11.92	100.4	999.5														
2018-04-19 02:00	9.499	0.730	11.897	9.475	0.754	12.483	8.449	0.895	11.279	7.468	1.027	10.930	6.574	1.154	10.224	197.6	4.0	208.8	10.0														11.40	9.0393	9.0157	12.677	11.79	100.5	999.5														
2018-04-19 03:00	9.996	0.815	13.053	9.994	0.831	12.864	9.036	0.947	12.039	8.177	1.085	11.692	7.288	1.159	10.987	200.1	4.2	211.7	9.5														11.10	9.0405	9.0158	12.640	11.93	100.5	999.6														
2018-04-19 04:00	9.839	1.055	13.053	9.783	1.054	13.626	8.624	1.252	12.419	7.647	1.286	12.454	6.861	1.338	10.987	197.3	5.8	207.4	11.8														11.01	9.0397	9.0164	12.608	11.73	100.5	999.8														
2018-04-19 05:00	8.082	1.080	12.283	8.020	1.086	12.102	7.031	1.206	11.659	6.233	1.131	10.930	5.539	1.059	9.843	191.9	7.6	201.5	12.2														11.03	9.0405	9.0170	12.576	11.80	100.4	999.8														
2018-04-19 06:00	4.839	0.765	7.660	4.722	0.752	7.911	4.139	0.692	7.099	3.674	0.709	6.359	3.322	0.696	6.029	183.8	7.4	195.5	9.4														11.18	9.0389	9.0170	12.546	11.74	100.5	1000.2														
2018-04-19 07:00	5.495	0.838	9.201	5.393	0.832	9.054	4.829	0.825	8.999	4.355	0.767	7.121	4.160	0.740	6.410	174.9	7.9	179.4	9.2														11.42	9.0392	9.0177	12.521	11.94	100.4	1000.7														
2018-04-19 08:00	5.577	0.749	8.815	5.451	0.768	8.673	4.912	0.725	7.479	4.464	0.723	7.121	4.148	0.741	6.792	175.8	7.2	182.8	8.2														11.71	9.0400	9.0159	12.445	12.11	100.5	1000.9														
2018-04-19 09:00	4.520	0.584	6.889	4.360	0.603	6.768	3.933	0.611	6.339	3.491	0.641	5.597	3.216	0.707	5.647	168.5	7.3	173.6	11.3														11.95	9.0394	9.0157	12.602	12.11	100.4	1000.9														
2018-04-19 10:00	5.139	0.724	8.430	5.002	0.714	8.292	4.686	0.698	8.239	4.368	0.687	8.264	4.174	0.693	7.936	186.7	8.6	194.6	10.0														12.39	9.0336	9.0144	13.524	12.35	100.5	1001.2														
2018-04-19 11:00	4.408	0.713	7.274	4.314	0.737	6.768	4.012	0.777	6.719	3.758	0.783	6.740	3.587	0.817	6.792	193.9	8.7	205.1	12.7														13.29	9.0301	9.0129	13.786	12.89	100.4	1001.3														
2018-04-19 12:00	5.339	0.840	7.660	5.240	0.872	7.911	4.788	0.954	7.099	4.412	0.911	7.502	4.137	0.866	6.792	194.7	8.2	205.6	12.8														14.28	9.0332	9.0112	13.746	13.26	100.5	1001.3														
