Created 04-09-2020 15:27 by Windographer 4.1.12

Latitude = N 38° 23' 20.760"
Longitude = W 73° 37' 21.480"
Elevation = 139 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	C1-SWI C3 Spd 100m Avg [m/s]	C1-SWI C3 Spd 100m StdDev [m/s]	C1-SWI C3 Spd 100m Max [m/s]	C2-SWI C3 Spd 99m Avg [m/s]	C2-SWI C3 Spd 99m StdDev [m/s]	C2-SWI C3 Spd 99m Max [m/s]	C3-SWI C3 Spd 80m Avg [m/s]	C3-SWI C3 Spd 80m StdDev [m/s]	C3-SWI C3 Spd 80m Max [m/s]	C4-SWI C3 Spd 65m Avg [m/s]	C4-SWI C3 Spd 65m StdDev [m/s]	C4-SWI C3 Spd 65m Max [m/s]	C5-SWI C3 Spd 50m Avg [m/s]	C5-SWI C3 Spd 50m StdDev [m/s]	C5-SWI C3 Spd 50m Max [m/s]	A1-SWI PV1 Direction 98m VectorAvg [°]	A1-SWI PV1 Direction 98m VectorStdDev [°]	A2-SWI PV1 Direction 48m VectorAvg [°]	A2-SWI PV1 Direction 48m VectorStdDev [°]	A3-Other Model Temperature 80m Avg [°C]	A3-Other Model Temperature 80m StdDev [°C]	A3-Other Model Temperature 80m Max [°C]	A3-Other Model Temperature 80m TimeOfMax [°C]	A3-Other Model Temperature 80m Min [°C]	A3-Other Model Temperature 80m TimeOfMin [°C]	A4-Humidity  0m Avg [%]	A4-Humidity  0m StdDev [%]	A4-Humidity  0m Max [%]	A4-Humidity  0m TimeOfMax [%RH]	A4-Humidity  0m Min [%]	A4-Humidity  0m TimeOfMin [%RH]	A5-Setra 276 Pressure 0m Avg [mbar]	I1-Inner Temp Avg [°C]	I2-Battery 1 Avg	I3-Battery 2 Avg	I4-12V Power Avg	A3-Other Model Temperature 80m Sample [°C]	A4-Humidity  0m Sample [%]	A5-Setra 276 Pressure 0m Sample [mbar]	C1-SWI C3 Spd 100m Min [m/s]	C2-SWI C3 Spd 99m Min [m/s]	C3-SWI C3 Spd 80m Min [m/s]	C4-SWI C3 Spd 65m Min [m/s]	C5-SWI C3 Spd 50m Min [m/s]	A1-SWI PV1 Direction 98m Min [°]	A1-SWI PV1 Direction 98m Max [°]	A2-SWI PV1 Direction 48m Min [°]	A2-SWI PV1 Direction 48m Max [°]	A3-SWI Model 115 Temperature 0m Sample [°C]	A4-Other Model Temperature 0m Sample [°C]	A3-SWI Model 115 Temperature 0m Sample (1) [°C]	A4-Other Model Temperature 0m Sample (1) [°C]	A3-Vaisala HMP50 Temperature 0m Sample [°C]	
2018-01-31 12:00	9.902	1.367	13.824	9.684	1.342	14.388	9.086	1.613	14.319	8.452	1.747	13.597	7.821	1.807	14.420	197.2	9.5	213.4	13.0														19.88	9.0395	9.0060	13.628	18.36	54.0	997.2														
2018-01-31 13:00	9.230	1.586	14.594	8.993	1.567	14.007	8.382	1.691	13.939	7.795	1.741	13.597	7.339	1.665	15.183	195.1	11.1	209.8	14.1														22.72	9.0385	9.0018	13.584	21.42	44.9	996.6														
2018-01-31 14:00	11.049	1.442	15.365	10.762	1.418	15.150	10.050	1.726	14.699	9.251	1.806	15.501	8.429	1.808	14.420	196.0	9.1	210.1	14.2														25.02	9.0368	8.9986	13.534	23.82	38.5	996.1														
2018-01-31 15:00	11.706	1.545	16.135	11.444	1.512	16.293	10.551	1.877	15.839	9.681	1.836	15.120	8.938	1.883	14.420	193.7	8.8	207.1	13.9														26.91	9.0375	8.9945	13.491	25.67	34.5	995.4														
2018-01-31 16:00	12.085	1.613	17.291	11.845	1.595	16.293	11.203	1.894	16.599	10.355	1.967	15.501	9.470	1.927	15.183	194.4	7.6	208.8	12.5														28.94	9.0379	8.9909	13.437	26.97	30.3	994.8														
2018-01-31 17:00	11.347	1.853	16.135	11.137	1.804	16.293	10.179	2.056	16.219	9.268	2.036	15.120	8.498	1.927	15.564	196.4	9.0	210.1	13.9														30.24	9.0373	8.9891	13.397	28.13	28.4	994.1														
2018-01-31 18:00	11.696	1.753	16.906	11.414	1.711	16.293	10.671	1.883	15.839	9.831	1.894	15.120	9.005	1.908	15.564	193.0	9.1	205.2	12.9														30.81	9.0351	8.9883	13.365	27.95	29.5	993.8														
2018-01-31 19:00	13.127	1.564	17.291	12.791	1.607	17.055	11.782	1.874	16.979	10.660	1.936	16.263	9.574	1.974	15.183	195.4	7.7	209.2	12.9														29.66	9.0358	8.9882	13.385	26.22	35.4	993.4														
2018-01-31 20:00	13.203	1.796	18.061	12.846	1.833	18.198	11.653	2.016	17.359	10.450	2.101	17.406	9.416	2.041	17.471	195.0	8.6	209.2	13.2														27.84	9.0361	8.9923	13.447	25.10	38.8	993.2														
2018-01-31 21:00	13.230	1.730	18.447	12.888	1.763	18.198	11.965	1.923	18.499	10.768	1.994	17.025	9.615	1.985	15.945	196.3	8.2	210.5	12.6														25.81	9.0373	8.9948	13.249	23.34	41.3	993.7														
2018-01-31 22:00	12.774	1.455	17.676	12.519	1.438	17.436	11.468	1.645	16.979	10.349	1.770	15.501	9.113	1.871	15.183	197.1	7.8	211.9	12.6														23.58	9.0382	8.9978	13.007	21.81	44.5	994.3														
2018-01-31 23:00	12.824	1.401	17.291	12.591	1.383	17.055	11.473	1.635	16.979	10.230	1.723	15.882	9.038	1.812	15.564	196.2	7.9	211.7	12.0														21.84	9.0383	9.0010	12.896	20.40	46.7	994.5														
2018-02-01 00:00	14.080	1.575	18.061	13.825	1.602	18.198	12.602	1.811	18.119	11.312	1.880	17.025	10.073	1.948	15.945	193.8	7.4	208.9	11.7														20.42	9.0393	9.0036	12.820	19.17	48.2	994.4														
2018-02-01 01:00	14.633	1.504	19.988	14.471	1.536	20.865	13.181	1.857	18.499	11.857	2.008	17.787	10.750	1.971	16.708	193.6	6.8	208.1	11.6														19.12	9.0382	9.0067	12.762	17.85	50.8	994.6														
2018-02-01 02:00	14.891	1.343	19.602	14.717	1.403	18.960	13.605	1.700	19.259	12.215	1.881	18.168	10.899	1.982	17.090	195.5	6.7	211.2	11.1														17.88	9.0401	9.0079	12.714	16.80	51.8	994.6														
2018-02-01 03:00	14.919	1.360	19.602	14.756	1.365	18.960	13.643	1.634	19.639	12.407	1.804	17.787	11.086	1.902	16.327	193.5	6.3	208.5	10.5														16.73	9.0408	9.0100	12.672	15.99	53.3	994.3														
2018-02-01 04:00	14.499	1.251	18.447	14.295	1.274	18.198	13.067	1.610	17.739	11.744	1.727	16.263	10.491	1.792	16.327	192.7	5.9	207.3	10.6														15.81	9.0400	9.0115	12.634	15.45	55.6	993.8														
2018-02-01 05:00	13.594	1.282	17.291	13.375	1.292	17.055	12.124	1.499	16.599	10.891	1.717	16.263	9.831	1.775	15.564	189.5	5.9	202.4	11.3														14.94	9.0416	9.0120	12.600	14.66	59.8	994.3														
2018-02-01 06:00	13.435	1.366	18.832	13.177	1.364	18.198	11.880	1.706	16.979	10.748	1.839	17.406	9.744	1.843	15.564	188.0	6.1	202.0	10.7														14.22	9.0413	9.0141	12.570	14.08	64.7	994.7														
2018-02-01 07:00	14.075	1.482	19.217	13.854	1.487	18.579	12.646	1.879	18.119	11.405	1.900	16.644	10.343	1.932	17.090	188.8	6.4	201.4	11.3														13.58	9.0423	9.0138	12.608	13.54	68.3	995.0														
2018-02-01 08:00	12.979	1.541	18.061	12.716	1.519	17.055	11.610	1.786	17.739	10.564	1.803	15.882	9.746	1.840	16.327	188.0	6.5	199.9	11.4														13.90	9.0371	9.0150	13.390	13.77	68.6	995.5														
2018-02-01 09:00	13.776	1.415	18.832	13.491	1.437	17.436	12.708	1.704	17.739	11.572	1.817	18.929	10.540	1.913	15.945	190.1	6.2	203.0	11.1														15.66	9.0376	9.0125	13.744	14.75	65.2	995.3														
2018-02-01 10:00	12.377	1.695	17.676	12.122	1.641	17.436	11.439	1.811	17.359	10.611	1.815	16.263	9.899	1.772	15.564	190.4	7.4	204.7	11.9														17.76	9.0393	9.0088	13.671	16.39	58.4	995.2														
2018-02-01 11:00	10.315	1.513	15.365	10.095	1.484	15.531	9.436	1.670	15.459	8.776	1.744	15.501	8.110	1.732	13.657	193.7	8.5	208.4	12.7														20.08	9.0388	9.0055	13.632	18.86	50.4	995.3														
2018-02-01 12:00	9.687	1.089	13.438	9.503	1.111	13.245	9.014	1.336	12.799	8.338	1.474	12.835	7.778	1.524	12.513	197.1	8.2	213.7	11.9														23.03	9.0410	9.0006	13.574	21.43	44.2	994.7														
2018-02-01 13:00	9.004	1.513	13.824	8.828	1.485	14.007	8.176	1.590	13.559	7.677	1.611	12.835	7.270	1.577	13.276	197.5	12.2	209.4	15.1														25.80	9.0395	8.9960	13.514	23.93	39.5	994.4														
2018-02-01 14:00	10.565	1.599	15.365	10.344	1.559	15.150	9.673	1.681	16.219	8.955	1.676	15.120	8.287	1.726	14.038	193.4	9.9	208.5	14.3														27.80	9.0368	8.9933	13.471	26.58	33.7	993.6														
2018-02-01 15:00	11.874	1.542	16.135	11.602	1.532	16.674	10.869	1.746	15.459	10.057	1.736	14.739	9.357	1.745	15.183	191.8	7.6	204.4	12.5														29.69	9.0369	8.9897	13.422	29.05	28.8	992.7														
2018-02-01 16:00	10.463	1.578	15.750	10.180	1.553	15.150	9.510	1.747	15.459	8.814	1.832	14.739	8.124	1.768	14.038	195.4	10.3	209.0	14.0														32.15	9.0356	8.9880	13.363	30.74	27.9	992.0														
2018-02-01 17:00	11.202	1.499	15.365	10.903	1.454	15.150	10.331	1.714	15.459	9.496	1.827	14.739	8.748	1.846	14.801	195.7	7.9	208.8	13.8														33.92	9.0338	8.9855	13.314	31.34	27.8	991.3														
2018-02-01 18:00	11.969	1.556	16.520	11.685	1.532	17.055	10.750	1.761	16.219	9.673	1.816	14.739	8.714	1.750	14.420	195.6	7.5	208.4	13.4														34.22	9.0335	8.9852	13.299	30.72	31.9	990.9														
2018-02-01 19:00	12.346	1.415	16.520	12.033	1.422	15.912	11.104	1.771	15.839	10.171	1.854	15.501	9.147	1.806	15.564	193.4	6.9	206.6	12.4														33.16	9.0357	8.9851	13.296	29.35	38.0	990.8														
2018-02-01 20:00	11.340	1.567	17.676	11.070	1.561	17.817	10.122	1.813	16.979	9.124	1.809	15.501	8.261	1.847	14.801	193.9	7.5	207.4	12.1														31.36	9.0355	8.9867	13.363	27.61	43.4	991.0														
2018-02-01 21:00	11.067	1.201	14.979	10.826	1.155	14.388	9.789	1.445	14.319	8.681	1.500	13.597	7.638	1.523	13.276	195.7	6.9	209.1	12.3														28.81	9.0372	8.9892	13.192	25.54	49.6	991.2														
2018-02-01 22:00	11.787	1.351	15.750	11.534	1.310	15.531	10.463	1.569	15.459	9.329	1.610	14.358	8.314	1.557	14.420	193.9	7.1	207.2	11.7														26.14	9.0380	8.9942	12.943	24.16	54.5	991.5														
2018-02-01 23:00	11.829	1.357	16.135	11.576	1.328	15.912	10.466	1.527	14.699	9.428	1.616	14.739	8.585	1.546	13.657	192.9	7.0	204.3	11.7														24.50	9.0366	8.9973	12.832	23.04	59.0	991.6														
2018-02-02 00:00	10.632	1.378	15.365	10.384	1.351	15.531	9.374	1.542	14.699	8.456	1.539	13.977	7.714	1.624	13.657	191.5	7.9	203.6	12.2														23.23	9.0395	8.9998	12.757	21.73	63.4	991.8														
2018-02-02 01:00	10.507	1.346	14.594	10.285	1.295	14.007	9.369	1.489	13.559	8.502	1.513	13.216	7.707	1.525	12.894	193.3	7.5	208.2	11.5														21.98	9.0406	9.0011	12.700	20.84	67.4	991.4														
2018-02-02 02:00	10.790	1.085	14.979	10.578	1.076	14.007	9.526	1.315	13.179	8.505	1.419	12.835	7.537	1.447	12.131	193.8	6.7	208.2	11.2														20.89	9.0383	9.0030	12.654	19.87	70.9	991.2														
2018-02-02 03:00	8.898	1.116	12.283	8.708	1.097	12.483	7.920	1.192	12.419	7.066	1.168	11.311	6.231	1.228	10.987	196.6	7.3	208.8	11.2														19.85	9.0412	9.0044	12.614	19.19	75.2	991.5														
2018-02-02 04:00	8.995	0.845	12.668	8.845	0.841	12.864	7.961	0.952	12.419	7.130	1.031	11.311	6.335	1.066	10.606	190.4	5.2	202.4	10.1														18.99	9.0423	9.0059	12.580	18.79	78.3	991.5														
2018-02-02 05:00	6.354	0.399	8.430	6.308	0.395	8.292	5.763	0.452	7.859	5.052	0.562	7.121	4.326	0.660	6.792	193.3	3.2	206.8	8.2														18.19	9.0405	9.0079	12.549	18.43	81.5	991.9														
2018-02-02 06:00	4.299	0.317	6.504	4.202	0.321	6.387	4.054	0.295	6.339	3.638	0.315	5.978	3.122	0.342	5.266	178.0	3.8	186.5	4.6														17.36	9.0406	9.0087	12.521	18.49	82.3	992.5														
2018-02-02 07:00	1.977	0.394	4.578	1.823	0.394	4.482	1.787	0.415	4.439	1.630	0.389	4.074	1.352	0.336	3.740	162.7	24.6	167.1	2.4														16.23	9.0410	9.0097	12.545	17.40	94.7	993.4														
2018-02-02 08:00	1.089	0.338	2.266	0.739	0.319	1.815	1.087	0.371	2.539	1.170	0.377	2.550	1.070	0.399	2.596	314.6	6.1	328.5	26.2														16.25	9.0400	9.0113	13.300	17.12	100.5	994.3														
2018-02-02 09:00	1.428	0.429	4.193	1.131	0.419	4.101	1.403	0.437	4.059	1.531	0.481	4.074	1.425	0.498	3.740	337.2	14.8	7.2	9.2														18.67	9.0406	9.0074	13.672	17.37	100.5	995.0														
2018-02-02 10:00	3.434	0.515	6.119	3.236	0.527	6.006	3.413	0.491	5.959	3.412	0.508	6.359	3.377	0.537	6.410	345.3	10.1	2.3	10.8														21.37	9.0392	9.0032	13.597	18.09	100.0	995.2														
2018-02-02 11:00	3.726	0.651	6.889	3.530	0.653	6.768	3.635	0.636	7.099	3.627	0.661	7.121	3.563	0.695	7.173	349.0	13.4	8.0	15.6														23.28	9.0405	9.0007	13.559	19.24	86.3	995.2														
2018-02-02 12:00	3.132	0.851	7.274	2.886	0.910	6.387	3.016	0.918	5.959	3.033	0.989	7.121	2.918	1.043	6.410	333.5	16.8	346.0	18.8														25.33	9.0383	8.9987	13.523	20.96	73.5	995.4														
2018-02-02 13:00	3.321	0.828	5.348	3.098	0.846	5.244	3.247	0.801	5.959	3.278	0.811	5.978	3.222	0.834	6.029	336.0	18.6	351.3	18.7														27.44	9.0392	8.9949	13.481	22.60	67.8	994.6														
2018-02-02 14:00	3.678	0.943	6.889	3.414	0.993	7.149	3.508	0.886	6.719	3.482	0.851	6.359	3.353	0.870	6.029	338.4	19.6	351.8	21.2														28.63	9.0355	8.9934	13.454	24.53	62.3	994.3														
2018-02-02 15:00	3.358	1.011	7.660	3.128	1.050	7.911	3.176	1.023	7.099	3.126	1.049	7.502	3.006	1.087	7.173	325.4	24.7	337.7	27.1														29.70	9.0362	8.9909	13.413	25.86	56.9	993.9														
2018-02-02 16:00	2.630	0.948	5.733	2.392	0.968	5.625	2.517	0.971	5.579	2.415	0.942	5.597	2.321	0.982	6.029	327.3	35.8	346.3	33.4														31.60	9.0384	8.9889	13.363	27.22	54.5	993.3														
2018-02-02 17:00	2.089	0.960	6.504	1.815	0.944	5.625	2.023	0.953	5.959	1.981	0.972	5.978	1.824	0.984	5.266	268.9	37.2	264.5	37.8														33.37	9.0372	8.9856	13.318	28.39	52.4	993.0														
2018-02-02 18:00	1.961	0.767	6.119	1.781	0.718	6.006	1.927	0.686	5.579	1.921	0.705	5.597	1.745	0.774	4.885	230.4	24.1	239.6	28.6														34.10	9.0359	8.9848	13.300	28.83	52.3	992.5														
2018-02-02 19:00	1.645	0.730	4.193	1.379	0.691	4.101	1.603	0.663	4.059	1.520	0.708	4.074	1.418	0.762	4.503	249.3	28.5	264.9	27.3														34.18	9.0353	8.9847	13.269	29.30	51.2	992.2														
2018-02-02 20:00	5.900	0.709	8.045	5.798	0.733	8.292	5.308	0.776	7.859	4.838	0.808	7.502	4.123	0.927	7.173	212.4	9.3	228.1	14.7														32.93	9.0351	8.9852	13.320	27.29	53.8	992.2														
2018-02-02 21:00	7.498	0.598	10.742	7.434	0.607	10.959	6.781	0.664	10.139	6.159	0.758	8.645	5.487	0.897	8.317	195.9	5.5	213.8	9.3														29.63	9.0360	8.9892	13.148	25.07	60.7	992.8														
2018-02-02 22:00	8.862	0.754	11.512	8.750	0.737	11.340	8.102	0.891	11.659	7.432	0.970	10.549	6.633	1.118	10.224	193.2	5.3	209.6	9.1														26.27	9.0374	8.9944	12.916	22.87	63.7	993.5														
2018-02-02 23:00	8.735	0.703	11.897	8.636	0.724	11.721	7.669	0.955	11.279	6.718	1.093	11.311	5.802	1.146	10.606	200.7	5.0	217.1	11.8														23.74	9.0394	8.9990	12.808	20.74	72.5	994.1														
2018-02-03 00:00	8.709	0.814	11.897	8.585	0.805	11.721	7.682	0.996	12.039	6.719	1.116	10.168	5.898	1.267	9.843	198.8	5.6	212.5	11.3														21.60	9.0382	9.0027	12.738	19.24	87.5	994.4														
2018-02-03 01:00	8.779	0.897	11.512	8.666	0.866	11.340	7.634	1.025	10.519	6.715	1.123	10.168	5.886	1.124	9.461	192.4	6.0	204.9	11.1														20.04	9.0407	9.0052	12.685	18.62	96.8	994.5														
2018-02-03 02:00	9.044	0.902	12.283	8.882	0.880	12.102	7.852	1.031	10.899	6.988	1.089	11.311	6.232	1.109	9.843	187.2	5.6	198.0	11.3														18.98	9.0413	9.0067	12.640	17.95	100.5	994.6														
2018-02-03 03:00	9.631	0.941	13.053	9.454	0.867	12.864	8.533	1.071	12.039	7.652	1.125	11.692	6.922	1.170	10.987	188.8	5.0	198.8	9.7														18.10	9.0410	9.0082	12.602	17.43	100.5	994.7														
2018-02-03 04:00	9.636	0.887	12.283	9.468	0.859	12.483	8.471	1.081	12.039	7.512	1.229	12.073	6.675	1.230	10.606	194.7	5.3	205.2	11.1														17.27	9.0422	9.0096	12.569	16.64	100.5	994.6														
2018-02-03 05:00	9.753	0.947	13.053	9.592	0.927	12.483	8.566	1.161	12.039	7.649	1.216	10.930	6.892	1.175	10.606	193.1	5.5	201.4	10.2														16.38	9.0411	9.0115	12.539	15.81	100.5	994.8														
2018-02-03 06:00	10.052	0.967	13.053	9.854	0.930	12.864	9.029	1.120	12.799	8.161	1.220	11.311	7.353	1.265	11.369	192.3	5.0	201.7	9.9														15.65	9.0412	9.0132	12.512	15.22	100.5	995.0														
2018-02-03 07:00	8.954	0.958	12.283	8.826	0.930	12.102	7.894	1.071	10.899	7.111	1.106	10.549	6.507	1.121	10.224	188.8	5.9	197.7	9.7														15.08	9.0416	9.0131	12.536	14.86	100.4	995.4														
2018-02-03 08:00	8.442	0.923	11.512	8.378	0.892	10.959	7.462	1.079	10.519	6.664	1.104	10.168	6.083	1.134	9.461	190.8	6.0	201.1	10.8														15.28	9.0397	9.0131	13.278	14.59	100.5	995.9														
2018-02-03 09:00	6.237	0.985	9.971	6.161	0.993	9.816	5.659	1.058	10.139	5.317	1.065	9.406	5.170	1.024	9.080	189.4	9.4	197.1	11.3														17.13	9.0383	9.0108	13.705	15.63	100.5	996.6														
2018-02-03 10:00	5.268	0.787	8.430	5.152	0.799	8.292	4.987	0.821	7.859	4.783	0.858	7.883	4.578	0.935	7.554	186.0	10.9	194.4	13.2														19.82	9.0410	9.0072	13.628	16.97	100.4	996.9														
2018-02-03 11:00	5.583	0.920	8.430	5.460	0.957	9.054	5.190	0.994	8.619	4.954	0.990	7.502	4.742	1.023	7.936	197.2	12.4	208.2	14.2														21.66	9.0414	9.0042	13.591	18.09	100.4	997.0														
2018-02-03 12:00	5.371	0.978	8.430	5.210	1.000	8.292	5.016	0.988	8.239	4.861	0.969	7.502	4.756	0.933	7.554	196.7	12.4	208.1	15.8														23.60	9.0379	9.0021	13.560	19.48	97.8	996.9														
2018-02-03 13:00	5.076	0.882	8.430	4.914	0.908	8.673	4.752	0.884	7.859	4.658	0.834	7.502	4.555	0.925	7.936	198.6	13.4	212.8	16.8														25.39	9.0401	8.9984	13.520	20.97	81.2	996.6														
2018-02-03 14:00	4.972	0.930	8.430	4.846	0.962	8.292	4.650	0.946	7.859	4.600	0.972	7.883	4.508	1.005	7.936	200.2	13.1	211.4	15.4														26.56	9.0371	8.9978	13.489	22.92	69.2	996.0														
2018-02-03 15:00	4.803	0.956	7.660	4.652	0.991	7.530	4.524	0.979	7.479	4.498	0.936	8.264	4.358	1.012	8.699	201.2	13.5	217.2	16.8														27.77	9.0385	8.9944	13.452	24.78	63.3	995.7														
2018-02-03 16:00	5.272	0.878	8.045	5.175	0.912	8.292	4.927	0.884	8.239	4.768	0.930	7.883	4.552	1.036	7.554	200.1	11.2	212.8	14.5														30.05	9.0345	8.9913	13.404	26.37	55.0	995.0														
2018-02-03 17:00	5.371	0.895	8.815	5.272	0.940	9.054	4.987	0.928	8.239	4.746	0.927	8.645	4.445	1.015	7.554	203.0	11.1	216.3	15.7														31.59	9.0364	8.9904	13.363	27.79	45.0	994.8														
2018-02-03 18:00	5.745	0.927	8.815	5.596	0.958	9.054	5.340	0.958	9.759	5.107	0.966	8.264	4.996	1.029	9.080	188.6	12.5	199.3	14.8														32.53	9.0368	8.9889	13.324	28.40	40.6	994.4														
2018-02-03 19:00	6.272	0.890	9.201	6.119	0.885	9.435	5.907	0.911	8.619	5.703	0.923	8.264	5.578	0.935	8.699	174.3	8.2	186.5	10.1														32.39	9.0371	8.9880	13.321	28.55	40.9	994.2														
2018-02-03 20:00	5.593	0.746	8.045	5.414	0.734	7.911	5.101	0.807	7.859	4.792	0.819	7.883	4.535	0.850	7.936	157.6	7.3	165.2	8.5														31.55	9.0355	8.9894	13.350	27.93	46.5	994.2														
2018-02-03 21:00	6.687	0.632	9.971	6.541	0.630	10.197	5.931	0.673	9.379	5.322	0.715	9.026	4.751	0.758	8.699	182.0	4.4	193.5	8.0														29.32	9.0370	8.9913	13.162	26.48	52.6	994.7														
2018-02-03 22:00	9.519	0.985	12.668	9.409	0.947	12.864	8.459	1.195	12.039	7.583	1.318	11.692	6.658	1.342	10.606	195.0	5.2	207.1	10.9														26.16	9.0394	8.9953	12.935	22.80	67.3	995.5														
2018-02-03 23:00	9.372	0.810	12.283	9.259	0.794	12.102	8.294	0.996	12.039	7.410	1.140	10.930	6.624	1.181	10.606	194.5	5.0	206.9	10.8														23.36	9.0392	9.0006	12.827	20.41	74.1	996.3														
2018-02-04 00:00	8.863	0.735	11.127	8.734	0.722	10.959	7.671	0.927	10.519	6.708	1.001	9.787	5.730	1.035	9.461	195.5	4.6	210.0	10.8														21.15	9.0410	9.0032	12.754	19.18	81.1	996.6														
2018-02-04 01:00	8.133	0.347	10.356	8.068	0.352	10.197	7.632	0.501	9.379	6.895	0.786	9.026	6.037	0.948	8.699	191.6	2.4	210.7	8.8														19.45	9.0408	9.0067	12.700	18.66	81.9	996.7														
2018-02-04 02:00	6.625	0.464	8.430	6.537	0.461	8.292	6.097	0.496	8.239	5.629	0.540	7.883	5.050	0.612	7.554	182.4	3.2	197.7	5.8														18.21	9.0407	9.0086	12.655	18.04	85.4	996.5														
2018-02-04 03:00	7.259	0.732	10.742	7.160	0.703	10.197	6.412	0.664	9.379	5.808	0.652	8.645	5.238	0.704	8.699	182.9	4.8	191.8	6.5														17.07	9.0429	9.0091	12.616	17.39	96.6	996.4														
2018-02-04 04:00	7.538	0.739	9.971	7.437	0.736	9.816	6.601	0.732	8.999	6.057	0.756	9.406	5.545	0.768	8.317	178.5	5.1	184.8	6.6														16.35	9.0412	9.0129	12.582	16.76	100.5	996.4														
2018-02-04 05:00	7.531	0.717	10.356	7.481	0.710	9.816	6.464	0.797	9.379	5.662	0.776	8.645	4.921	0.800	7.554	188.9	4.8	197.7	8.9														15.66	9.0418	9.0135	12.552	16.37	100.5	996.7														
2018-02-04 06:00	8.076	0.803	10.742	8.046	0.792	10.578	7.099	0.942	10.139	6.348	0.994	9.787	5.662	0.993	9.461	190.3	4.9	200.0	9.8														14.99	9.0440	9.0133	12.523	15.54	100.5	997.1														
2018-02-04 07:00	7.944	0.770	10.356	7.899	0.775	10.578	6.996	0.895	9.759	6.222	0.968	9.026	5.595	0.950	9.080	189.5	5.3	198.5	9.7														14.50	9.0416	9.0157	12.547	14.99	100.4	997.6														
2018-02-04 08:00	7.406	0.938	10.356	7.362	0.925	10.197	6.477	0.938	9.759	5.858	0.903	9.406	5.395	0.884	9.080	185.4	6.8	191.8	9.5														15.12	9.0399	9.0141	13.282	15.36	100.4	998.2														
2018-02-04 09:00	6.832	0.912	11.127	6.774	0.905	10.578	6.187	0.976	9.759	5.758	1.022	9.406	5.481	0.977	10.224	187.5	7.5	196.9	10.5														17.49	9.0403	9.0104	13.701	16.50	100.5	998.6														
2018-02-04 10:00	4.611	0.803	7.274	4.474	0.818	7.149	4.246	0.869	6.719	4.123	0.843	7.121	3.934	0.866	6.792	195.3	12.0	207.9	16.3														20.37	9.0425	9.0067	13.618	17.90	99.4	998.6														
2018-02-04 11:00	4.864	0.962	7.660	4.735	0.976	7.911	4.522	1.010	8.239	4.483	1.007	7.883	4.326	1.033	7.554	202.7	13.7	214.7	17.0														22.88	9.0404	9.0035	13.579	19.56	87.2	998.5														
2018-02-04 12:00	5.827	0.871	9.586	5.693	0.898	9.435	5.427	0.942	8.999	5.192	1.009	10.168	4.977	1.060	8.699	203.1	9.9	217.1	14.6														25.00	9.0390	8.9998	13.532	21.31	70.8	998.3														
2018-02-04 13:00	6.548	1.240	11.127	6.407	1.218	10.578	5.994	1.252	10.139	5.762	1.285	9.406	5.567	1.331	9.843	199.0	12.3	210.8	15.2														26.77	9.0382	8.9975	13.491	23.51	52.7	997.8														
2018-02-04 14:00	7.411	1.298	10.742	7.252	1.317	10.959	6.705	1.378	10.899	6.305	1.371	10.549	5.973	1.414	10.606	199.0	11.0	211.9	15.7														28.25	9.0407	8.9952	13.456	25.73	42.2	997.2														
2018-02-04 15:00	7.240	1.240	11.127	7.126	1.243	11.721	6.683	1.371	11.279	6.422	1.332	11.311	6.164	1.325	10.224	193.1	11.5	203.5	14.7														29.67	9.0382	8.9923	13.412	27.87	34.9	996.8														
2018-02-04 16:00	8.549	1.333	12.668	8.393	1.315	12.864	7.800	1.478	12.799	7.304	1.480	12.073	6.842	1.464	11.750	198.3	8.8	211.6	14.2														31.93	9.0359	8.9903	13.367	29.26	29.4	996.1														
2018-02-04 17:00	8.913	1.406	13.438	8.757	1.354	13.245	8.127	1.500	13.179	7.662	1.514	12.073	7.264	1.560	12.513	191.8	9.9	201.0	13.4														33.19	9.0374	8.9881	13.332	30.07	26.3	995.7														
2018-02-04 18:00	9.675	1.220	13.053	9.474	1.202	12.864	8.762	1.423	13.559	8.089	1.450	12.835	7.404	1.422	11.750	196.9	7.7	209.0	13.0														33.59	9.0369	8.9884	13.303	29.98	29.1	995.1														
2018-02-04 19:00	9.817	1.232	13.824	9.570	1.186	13.245	8.721	1.422	13.179	7.922	1.436	12.454	7.179	1.411	12.894	194.3	7.0	207.3	12.7														33.08	9.0345	8.9883	13.295	29.27	37.3	994.9														
2018-02-04 20:00	10.380	1.089	15.365	10.101	1.022	14.007	9.231	1.405	13.939	8.420	1.450	13.597	7.590	1.432	12.513	190.9	6.1	204.0	11.2														31.74	9.0348	8.9895	13.347	27.67	44.5	995.0														
2018-02-04 21:00	11.404	1.316	17.291	11.143	1.278	16.674	10.254	1.451	17.359	9.308	1.518	15.120	8.271	1.556	14.038	193.3	5.9	205.3	11.2														28.97	9.0370	8.9913	13.139	25.04	52.9	995.1														
2018-02-04 22:00	11.168	1.150	14.594	10.910	1.097	14.388	10.131	1.335	15.079	9.257	1.405	13.597	8.397	1.413	12.894	191.3	5.9	203.2	10.4														25.65	9.0380	8.9971	12.921	22.60	58.2	995.6														
